name,value,sign,magnitude,unit,uncertainty,is_dimensionless,sparse_signed_predicted,sparse_magnitude_predicted,sparse_relative_error_percent,sparse_log10_error,sparse_pass_1_percent,sparse_pass_0_1_percent,sparse_complexity,sparse_formula,exact_calibration_coefficient,exact_calibrated_predicted,exact_calibrated_relative_error_percent,status
Compton wavelength over 2 pi,3.8615926764e-13,1,3.8615926764e-13,m,1.8e-22,False,3.724102080675221e-13,3.724102080675221e-13,3.560463447246735,0.015744885323467423,False,False,5,sign(1) * 1 * dict^-3 * U^-1 * f1^-1,1.0369191264756765,3.8615926763999993e-13,1.3074164513180026e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
conductance quantum,7.748091729863649e-05,1,7.748091729863649e-05,S,0.0,False,7.891414141414141e-05,7.891414141414141e-05,1.8497769069780259,0.007960082053173544,False,False,3,sign(1) * 1 * K^-1 * checksum^-1 * total_bits^-1,0.9818381840083217,7.748091729863649e-05,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
conventional value of ampere-90,1.0000000888714378,1,1.0000000888714378,A,0.0,False,1.0,1.0,8.887142986634995e-06,3.859637331161763e-08,True,True,0,sign(1) * 1 * 1,1.0000000888714378,1.0000000888714378,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
conventional value of coulomb-90,1.0000000888714378,1,1.0000000888714378,C,0.0,False,1.0,1.0,8.887142986634995e-06,3.859637331161763e-08,True,True,0,sign(1) * 1 * 1,1.0000000888714378,1.0000000888714378,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
conventional value of farad-90,0.9999999822063325,1,0.9999999822063325,F,0.0,False,1.0,1.0,1.7793667856015424e-06,7.727691701079916e-09,True,True,0,sign(1) * 1 * 1,0.9999999822063325,0.9999999822063325,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
conventional value of henry-90,1.0000000177936679,1,1.0000000177936679,H,0.0,False,1.0,1.0,1.7793667555853113e-06,7.727691693934775e-09,True,True,0,sign(1) * 1 * 1,1.0000000177936679,1.0000000177936679,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
conventional value of Josephson constant,483597900000000.0,1,483597900000000.0,Hz V^-1,0.0,False,489832430174208.0,489832430174208.0,1.2891971148361068,0.0055631286416539995,False,False,7,sign(1) * 1 * K^3 * dict^3 * total_bits^1,0.9872721163603017,483597900000000.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
conventional value of ohm-90,1.0000000177936679,1,1.0000000177936679,ohm,0.0,False,1.0,1.0,1.7793667555853113e-06,7.727691693934775e-09,True,True,0,sign(1) * 1 * 1,1.0000000177936679,1.0000000177936679,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
conventional value of volt-90,1.0000001066651072,1,1.0000001066651072,V,0.0,False,1.0,1.0,1.0666509581381778e-05,4.6324065017294185e-08,True,True,0,sign(1) * 1 * 1,1.0000001066651072,1.0000001066651072,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
conventional value of von Klitzing constant,25812.807,1,25812.807,ohm,0.0,False,26674.75425873495,26674.75425873495,3.339223272908476,0.014265192940652023,False,False,2,sign(1) * 1 * entropy^1 * f1^1,0.9676867779033917,25812.807,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
conventional value of watt-90,1.0000001955365543,1,1.0000001955365543,W,0.0,False,1.0,1.0,1.9553651604708017e-05,8.4920438250973e-08,True,True,0,sign(1) * 1 * 1,1.0000001955365543,1.0000001955365543,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Copper x unit,1.00207697e-13,1,1.00207697e-13,m,2.8e-20,False,1.0156802229425738e-13,1.0156802229425738e-13,1.3575057954454117,0.005855914892328341,False,False,5,sign(1) * 1 * bits^-1 * dict^-3 * f1^-1,0.9866067561075835,1.00207697e-13,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Cu x unit,1.00207697e-13,1,1.00207697e-13,m,2.8e-20,False,1.0156802229425738e-13,1.0156802229425738e-13,1.3575057954454117,0.005855914892328341,False,False,5,sign(1) * 1 * bits^-1 * dict^-3 * f1^-1,0.9866067561075835,1.00207697e-13,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
deuteron g factor,0.8574382335,1,0.8574382335,,2.2e-09,True,0.8568115099074557,0.8568115099074557,0.07309256434555092,0.0003175530416079237,True,True,3,sign(1) * 1 * pi^1 * bits^-1 * U^1,1.000731460286536,0.8574382334999999,1.294813995048142e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron mag. mom.,4.330735087e-27,1,4.330735087e-27,J T^-1,1.1e-35,False,4.3911032508049244e-27,4.3911032508049244e-27,1.3939472766675989,0.006012030512096271,False,False,2,sign(1) * mu_B[J/T] * checksum^-1 * total_bits^-1,0.9862521648075894,4.330735087e-27,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
deuteron mag. mom. to Bohr magneton ratio,0.0004669754568,1,0.0004669754568,,1.2e-12,True,0.0004734848484848485,0.0004734848484848485,1.3939472813956426,0.0060120305323475955,False,False,2,sign(1) * 1 * checksum^-1 * total_bits^-1,0.9862521647616,0.0004669754568,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron mag. mom. to nuclear magneton ratio,0.8574382335,1,0.8574382335,,2.2e-09,True,0.8568115099074557,0.8568115099074557,0.07309256434555092,0.0003175530416079237,True,True,3,sign(1) * 1 * pi^1 * bits^-1 * U^1,1.000731460286536,0.8574382334999999,1.294813995048142e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron magn. moment,4.33073482e-27,1,4.33073482e-27,J T^-1,3.8e-34,False,3.771190459990763e-25,3.771190459990763e-25,8607.969009265644,1.9399168747639959,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.011483734024959873,4.33073482e-27,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
deuteron magn. moment to Bohr magneton ratio,0.0004669754567,1,0.0004669754567,,5e-12,True,0.0004734848484848485,0.0004734848484848485,1.3939473031085567,0.0060120306253492175,False,False,2,sign(1) * 1 * checksum^-1 * total_bits^-1,0.9862521645504,0.0004669754567,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron magn. moment to nuclear magneton ratio,0.8574382329,1,0.8574382329,,9.2e-09,True,0.8568115099074557,0.8568115099074557,0.07309249442080634,0.0003175527377064425,True,True,3,sign(1) * 1 * pi^1 * bits^-1 * U^1,1.0007314595862653,0.8574382329,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron mass,3.3435837768e-27,1,3.3435837768e-27,kg,1e-36,False,3.771190459990763e-25,3.771190459990763e-25,11178.887300978613,2.0522662571933536,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.00886612281260435,3.3435837768e-27,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
deuteron mass energy equivalent,3.00506323491e-10,1,3.00506323491e-10,J,9.4e-20,False,3.000968848933372e-10,3.000968848933372e-10,0.13624957801431117,0.0005921278764635044,True,False,4,sign(1) * 1 * dict^-2 * lnDict^-1 * f1^-1,1.001364354707675,3.00506323491e-10,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
deuteron mass energy equivalent in MeV,1875.612945,1,1875.612945,MeV,5.8e-07,False,1875.1226033447065,1875.1226033447065,0.02614300869487788,0.00011355248783054937,True,True,2,sign(1) * m_e[MeV] * dict^1 * lnK^1,1.0002614984505114,1875.612945,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
deuteron mass in u,2.013553212544,1,2.013553212544,u,1.5e-11,False,1.9999684563670785,1.9999684563670785,0.6746658639211259,0.0029399652787795265,True,False,2,sign(1) * 1 * K^1 * U^-1,1.006792485218291,2.013553212544,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
deuteron molar mass,0.00201355321466,1,0.00201355321466,kg mol^-1,6.3e-13,False,0.00201416015625,0.00201416015625,0.03014281348917234,0.0001308888498737687,True,True,3,sign(1) * 1 * checksum^-2 * bip_density^1,0.9996986626966496,0.00201355321466,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
deuteron relative atomic mass,2.013553212544,1,2.013553212544,,1.5e-11,True,1.9999684563670785,1.9999684563670785,0.6746658639211259,0.0029399652787795265,True,False,2,sign(1) * 1 * K^1 * U^-1,1.006792485218291,2.013553212544,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron rms charge radius,2.12778e-15,1,2.12778e-15,m,2.7e-19,False,2.1596186256863362e-15,2.1596186256863362e-15,1.4963307149393357,0.006450341962936501,False,False,6,sign(1) * 1 * K^-1 * dict^-2 * total_bits^-3,0.9852572925109785,2.12778e-15,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
deuteron-electron mag. mom. ratio,-0.000466434555,-1,0.000466434555,,1.2e-12,True,-0.0004734848484848485,0.0004734848484848485,1.5115289828491574,0.006515369237347307,False,False,2,sign(-1) * 1 * checksum^-1 * total_bits^-1,0.98510978016,-0.000466434555,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron-electron magn. moment ratio,-0.0004664345548,-1,0.0004664345548,,5e-12,True,-0.0004734848484848485,0.0004734848484848485,1.51152902637575,0.0065153694235661015,False,False,2,sign(-1) * 1 * checksum^-1 * total_bits^-1,0.9851097797375999,-0.0004664345548,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron-electron mass ratio,3670.482967655,1,3670.482967655,,6.3e-08,True,3669.5233929790566,3669.5233929790566,0.026143008546810183,0.00011355248718731943,True,True,2,sign(1) * 1 * dict^1 * lnK^1,1.00026149844903,3670.4829676549994,1.2389305573511307e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron-neutron mag. mom. ratio,-0.44820652,-1,0.44820652,,1.1e-07,True,-0.4583333333333333,0.4583333333333333,2.2594078580858925,0.009703273578173523,False,False,2,sign(-1) * 1 * bits^1 * words^-1,0.9779051345454546,-0.44820652,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron-neutron magn. moment ratio,-0.44820652,-1,0.44820652,,1.1e-07,True,-0.4583333333333333,0.4583333333333333,2.2594078580858925,0.009703273578173523,False,False,2,sign(-1) * 1 * bits^1 * words^-1,0.9779051345454546,-0.44820652,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron-proton mag. mom. ratio,0.3070122093,1,0.3070122093,,7.9e-10,True,0.3183098861837907,0.3183098861837907,3.679878695883085,0.015694480407889396,False,False,1,sign(1) * 1 * pi^-1,0.964507301299252,0.3070122093,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron-proton magn. moment ratio,0.3070122084,1,0.3070122084,,4.5e-09,True,0.3183098861837907,0.3183098861837907,3.679878999818532,0.01569448168101483,False,False,1,sign(1) * 1 * pi^-1,0.9645072984718185,0.3070122084,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
deuteron-proton mass ratio,1.9990075012699,1,1.9990075012699,,8.4e-12,True,1.9999684563670785,1.9999684563670785,0.04807161036504701,0.00020872218713759969,True,True,2,sign(1) * 1 * K^1 * U^-1,0.9995195148732875,1.9990075012699,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electric constant,8.8541878188e-12,1,8.8541878188e-12,F m^-1,1.4e-21,False,8.93798596189465e-12,8.93798596189465e-12,0.9464238257598462,0.004090938036972201,True,False,4,sign(1) * 1 * dict^-2 * entropy^-1 * f1^-1,0.9906244937671747,8.8541878188e-12,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron charge to mass quotient,-175882000838.0,-1,175882000838.0,C kg^-1,55.0,False,-174992710547.5665,174992710547.5665,0.5056175652974307,0.0022014393194261864,True,False,6,sign(-1) * 1 * pi^-1 * dict^3 * checksum^2,1.0050818704827809,-175882000838.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron g factor,-2.00231930436092,-1,2.00231930436092,,3.6e-13,True,-1.9999684563670785,1.9999684563670785,0.11740624927909601,0.0005101884172101754,True,False,2,sign(-1) * 1 * K^1 * U^-1,1.0011754425357846,-2.00231930436092,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron gyromag. ratio,176085962784.0,1,176085962784.0,s^-1 T^-1,55.0,False,174992710547.5665,174992710547.5665,0.6208627985721757,0.002704778070315695,True,False,6,sign(1) * 1 * pi^-1 * dict^3 * checksum^2,1.0062474158667103,176085962784.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron gyromag. ratio in MHz/T,28024.9513861,1,28024.9513861,MHz T^-1,8.7e-06,False,27508.340329320417,27508.340329320417,1.8433967990246583,0.008080479178747381,False,False,2,sign(1) * 1 * total_bits^1 * f1^1,1.0187801608746618,28024.9513861,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron gyromag. ratio over 2 pi,28024.95164,1,28024.95164,MHz T^-1,0.00017,False,27508.340329320417,27508.340329320417,1.8433976883022445,0.008080483113361429,False,False,2,sign(1) * 1 * total_bits^1 * f1^1,1.0187801701045898,28024.951640000003,1.2981213505108167e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron gyromagn. ratio,176085962784.0,1,176085962784.0,s^-1 T^-1,55.0,False,174992710547.5665,174992710547.5665,0.6208627985721757,0.002704778070315695,True,False,6,sign(1) * 1 * pi^-1 * dict^3 * checksum^2,1.0062474158667103,176085962784.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron gyromagn. ratio over 2 pi,28024.9532,1,28024.9532,MHz T^-1,0.0024,False,27508.340329320417,27508.340329320417,1.8434031521579224,0.008080507288224672,False,False,2,sign(1) * 1 * total_bits^1 * f1^1,1.018780226814663,28024.9532,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron mag. mom.,-9.2847646917e-24,-1,9.2847646917e-24,J T^-1,2.9e-33,False,-9.2740100657e-24,9.2740100657e-24,0.11583089455798559,0.0005033387506024882,True,False,0,sign(-1) * mu_B[J/T] * 1,1.001159652181075,-9.284764691700001e-24,1.5825580801647912e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron mag. mom. anomaly,0.00115965218046,1,0.00115965218046,,1.8e-13,True,0.0011574074074074073,0.0011574074074074073,0.19357296010103603,0.0008414913970925347,True,False,3,sign(1) * 1 * K^-2 * words^-1,1.00193948391744,0.00115965218046,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron mag. mom. to Bohr magneton ratio,-1.00115965218046,-1,1.00115965218046,,1.8e-13,True,-1.0,1.0,0.11583089449663149,0.0005033387503356872,True,False,0,sign(-1) * 1 * 1,1.00115965218046,-1.00115965218046,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron mag. mom. to nuclear magneton ratio,-1838.281971877,-1,1838.281971877,,3.2e-08,True,-1809.5573684677208,1809.5573684677208,1.5625787473697246,0.006839771954425495,False,False,3,sign(-1) * 1 * pi^1 * words^2,1.0158738285449342,-1838.281971877,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron magn. moment,-9.28476412e-24,-1,9.28476412e-24,J T^-1,8e-31,False,-6.1335069477956684e-24,6.1335069477956684e-24,33.940088638507405,0.18006201337606806,False,False,9,sign(-1) * 1 * dict^-3 * entropy^-3 * f1^-3,1.5137773869053606,-9.28476412e-24,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron magn. moment anomaly,0.0011596521859,1,0.0011596521859,,3.8e-12,True,0.0011574074074074073,0.0011574074074074073,0.19357342829914836,0.0008414934343947292,True,False,3,sign(1) * 1 * K^-2 * words^-1,1.0019394886176,0.0011596521859,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron magn. moment to Bohr magneton ratio,-1.0011596521859,-1,1.0011596521859,,3.8e-12,True,-1.0,1.0,0.11583089503938122,0.0005033387526955746,True,False,0,sign(-1) * 1 * 1,1.0011596521859,-1.0011596521859,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron magn. moment to nuclear magneton ratio,-1838.28197107,-1,1838.28197107,,8.5e-07,True,-1809.5573684677208,1809.5573684677208,1.5625787041560129,0.0068397717637716186,False,False,3,sign(-1) * 1 * pi^1 * words^2,1.015873828098969,-1838.28197107,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron mass,9.1093837139e-31,1,9.1093837139e-31,kg,2.8e-40,False,3.771190459990763e-25,3.771190459990763e-25,41398863.73270902,5.616989470328657,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,2.4155193991242523e-06,9.1093837139e-31,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron mass energy equivalent,8.187105788e-14,1,8.187105788e-14,J,2.6e-23,False,8.317929685514974e-14,8.317929685514974e-14,1.5979260669469406,0.006884842722765039,False,False,5,sign(1) * 1 * dict^-2 * total_bits^-1 * f1^-2,0.984272060180697,8.187105788e-14,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron mass energy equivalent in MeV,0.51099895069,1,0.51099895069,MeV,1.6e-10,False,0.51099895069,0.51099895069,0.0,0.0,True,True,0,sign(1) * m_e[MeV] * 1,1.0,0.51099895069,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron mass in u,0.0005485799090441,1,0.0005485799090441,u,9.7e-15,False,0.0005526213301801921,0.0005526213301801921,0.7367060057183468,0.0031877457382030777,True,False,3,sign(1) * 1 * pi^-1 * words^-2,0.9926868166041033,0.0005485799090441,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron molar mass,5.4857990962e-07,1,5.4857990962e-07,kg mol^-1,1.7e-16,False,5.479889417706056e-07,5.479889417706056e-07,0.10772684872906226,0.0004681039416653856,True,False,5,sign(1) * 1 * entropy^-1 * total_bits^-1 * U^-3,1.0010784302462106,5.4857990962e-07,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron relative atomic mass,0.0005485799090441,1,0.0005485799090441,,9.7e-15,True,0.0005526213301801921,0.0005526213301801921,0.7367060057183468,0.0031877457382030777,True,False,3,sign(1) * 1 * pi^-1 * words^-2,0.9926868166041033,0.0005485799090441,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron to alpha particle mass ratio,0.0001370933554733,1,0.0001370933554733,,3.2e-15,True,0.00013945279889869465,0.00013945279889869465,1.7210487096540468,0.007410828956169289,False,False,3,sign(1) * 1 * pi^1 * bits^-1 * dict^-1,0.983080702258915,0.0001370933554733,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron to shielded helion mag. mom. ratio,864.05823986,1,864.05823986,,7e-07,True,864.0,864.0,0.006740270193985329,2.927360808906296e-05,True,True,3,sign(1) * 1 * K^2 * words^1,1.0000674072453704,864.05823986,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron to shielded helion magn. moment ratio,864.058255,1,864.058255,,1e-05,True,864.0,864.0,0.006742022272564369,2.928121778264471e-05,True,True,3,sign(1) * 1 * K^2 * words^1,1.0000674247685186,864.0582550000001,1.3157311681677762e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron to shielded proton mag. mom. ratio,-658.2275856,-1,658.2275856,,2.7e-06,True,-651.8986469044033,651.8986469044033,0.9615122237436445,0.004195999538024487,True,False,2,sign(-1) * 1 * pi^-1 * dict^1,1.0097084703667514,-658.2275856,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron to shielded proton magn. moment ratio,-658.2275956,-1,658.2275956,,7.1e-06,True,-651.8986469044033,651.8986469044033,0.9615137283673978,0.004196006135962475,True,False,2,sign(-1) * 1 * pi^-1 * dict^1,1.009708485706559,-658.2275955999999,1.7271660817864386e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron volt,1.602176634e-19,1,1.602176634e-19,J,0.0,False,1.636097905766929e-19,1.636097905766929e-19,2.117199255505381,0.009098895002567893,False,False,7,sign(1) * 1 * dict^-3 * entropy^-2 * f1^-2,0.9792669670639127,1.602176634e-19,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron volt-atomic mass unit relationship,1.07354410083e-09,1,1.07354410083e-09,u,3.3e-19,False,1.0703415447881593e-09,1.0703415447881593e-09,0.2983162069787942,0.0012975071262294373,True,False,5,sign(1) * 1 * words^-3 * entropy^-1 * total_bits^-1,1.0029920879530791,1.0735441008300001e-09,1.9262846582490213e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron volt-hartree relationship,0.036749322175665,1,0.036749322175665,E_h,4e-14,False,0.03681553890925539,0.03681553890925539,0.18018491136753187,0.0007818289697107926,True,False,3,sign(1) * 1 * pi^1 * bits^-1 * bip_density^1,0.9982013917070831,0.036749322175665,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron volt-hertz relationship,241798924208491.8,1,241798924208491.8,Hz,0.0,False,236294844163338.12,236294844163338.12,2.276304604402532,0.010000118657546818,False,False,5,sign(1) * 1 * dict^3 * total_bits^1 * f1^1,1.0232932718639811,241798924208491.8,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron volt-inverse meter relationship,806554.3937349211,1,806554.3937349211,m^-1,0.0,False,811008.0,811008.0,0.5521768029128838,0.002391476854791855,True,False,4,sign(1) * 1 * K^2 * bits^1 * dict^1,0.9945085544592915,806554.3937349211,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron volt-joule relationship,1.602176634e-19,1,1.602176634e-19,J,0.0,False,1.636097905766929e-19,1.636097905766929e-19,2.117199255505381,0.009098895002567893,False,False,7,sign(1) * 1 * dict^-3 * entropy^-2 * f1^-2,0.9792669670639127,1.602176634e-19,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron volt-kelvin relationship,11604.518121550082,1,11604.518121550082,K,0.0,False,11616.0,11616.0,0.09894317307839008,0.00042949229926612974,True,True,3,sign(1) * 1 * K^-1 * total_bits^2,0.9990115462766943,11604.518121550082,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron volt-kilogram relationship,1.7826619216278975e-36,1,1.7826619216278975e-36,kg,0.0,False,3.771190459990763e-25,3.771190459990763e-25,21154827027040.254,11.325409478664447,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,4.7270535406272316e-12,1.7826619216278975e-36,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
electron-deuteron mag. mom. ratio,-2143.9234921,-1,2143.9234921,,5.6e-06,True,-2112.0,2112.0,1.4890219831833056,0.0065153692337467884,False,False,2,sign(-1) * 1 * checksum^1 * total_bits^1,1.015115289820076,-2143.9234921,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-deuteron magn. moment ratio,-2143.923493,-1,2143.923493,,2.3e-05,True,-2112.0,2112.0,1.489022024537318,0.006515369416059695,False,False,2,sign(-1) * 1 * checksum^1 * total_bits^1,1.015115290246212,-2143.923493,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-deuteron mass ratio,0.0002724437107629,1,0.0002724437107629,,4.7e-15,True,0.0002725149543707262,0.0002725149543707262,0.02614984490802449,0.00011355248720917434,True,True,2,sign(1) * 1 * dict^-1 * lnK^-1,0.9997385699144816,0.0002724437107629,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-helion mass ratio,0.0001819543074649,1,0.0001819543074649,,5.3e-15,True,0.00018310835670139433,0.00018310835670139433,0.6342522211060942,0.0027458238489860157,True,False,3,sign(1) * 1 * dict^-1 * checksum^-1 * U^1,0.9936974518406262,0.0001819543074649,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-muon mag. mom. ratio,206.7669881,1,206.7669881,,4.6e-06,True,207.34511513692635,207.34511513692635,0.27960316210959063,0.0012126066498902952,True,False,3,sign(1) * 1 * pi^1 * K^1 * bits^1,0.9972117643738818,206.7669881,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-muon magn. moment ratio,206.7669894,1,206.7669894,,5.4e-06,True,207.34511513692635,207.34511513692635,0.2796025316245925,0.0012126039193633726,True,False,3,sign(1) * 1 * pi^1 * K^1 * bits^1,0.997211770643622,206.7669894,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-muon mass ratio,0.0048363317,1,0.0048363317,,1.1e-10,True,0.004822877063390768,0.004822877063390768,0.2781992105552209,0.0012098875503589713,True,False,3,sign(1) * 1 * pi^-1 * K^-1 * bits^-1,1.0027897531768666,0.004836331699999999,1.793428970118827e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-neutron mag. mom. ratio,960.92048,1,960.92048,,0.00023,True,967.984732881666,967.984732881666,0.7351547842612318,0.003181058085481618,True,False,3,sign(1) * 1 * bits^1 * total_bits^1 * U^-1,0.9927021029963604,960.92048,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-neutron magn. moment ratio,960.9205,1,960.9205,,0.00023,True,967.984732881666,967.984732881666,0.7351526876225498,0.0031810490463470395,True,False,3,sign(1) * 1 * bits^1 * total_bits^1 * U^-1,0.9927021236578433,960.9205,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-neutron mass ratio,0.00054386734416,1,0.00054386734416,,2.2e-13,True,0.0005526213301801921,0.0005526213301801921,1.6095811072666135,0.006934660958056986,False,False,3,sign(1) * 1 * pi^-1 * words^-2,0.9841591600936981,0.00054386734416,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-proton mag. mom. ratio,-658.21068789,-1,658.21068789,,1.9e-07,True,-651.8986469044033,651.8986469044033,0.9589696888440016,0.004184850390574179,True,False,2,sign(-1) * 1 * pi^-1 * dict^1,1.009682549604252,-658.21068789,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-proton magn. moment ratio,-658.2106862,-1,658.2106862,,6.6e-06,True,-651.8986469044033,651.8986469044033,0.9589694345495297,0.00418484927549403,True,False,2,sign(-1) * 1 * pi^-1 * dict^1,1.0096825470118245,-658.2106861999999,1.7272104525977235e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
electron-proton mass ratio,0.0005446170214889,1,0.0005446170214889,,9.4e-15,True,0.0005526213301801921,0.0005526213301801921,1.4697132802440727,0.0063364332041185726,False,False,3,sign(1) * 1 * pi^-1 * words^-2,0.9855157442281822,0.0005446170214889,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
