name,value,sign,magnitude,unit,uncertainty,is_dimensionless,sparse_signed_predicted,sparse_magnitude_predicted,sparse_relative_error_percent,sparse_log10_error,sparse_pass_1_percent,sparse_pass_0_1_percent,sparse_complexity,sparse_formula,exact_calibration_coefficient,exact_calibrated_predicted,exact_calibrated_relative_error_percent,status
luminous efficacy,683.0,1,683.0,lm W^-1,0.0,False,682.6558997732961,682.6558997732961,0.05038070669163374,0.00021885576427632187,True,True,2,sign(1) * 1 * dict^1 * U^-1,1.0005040610164186,683.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
mag. constant,1.25663706127e-06,1,1.25663706127e-06,N A^-2,2e-16,False,1.2715657552083333e-06,1.2715657552083333e-06,1.1879877172527258,0.0051289593639208715,False,False,4,sign(1) * 1 * K^-1 * dict^-1 * checksum^-2,0.9882595973686887,1.25663706127e-06,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
mag. flux quantum,2.0678338484619295e-15,1,2.0678338484619295e-15,Wb,0.0,False,2.0415144820941148e-15,2.0415144820941148e-15,1.2727988947173519,0.005563174965719118,False,False,7,sign(1) * 1 * K^-3 * dict^-3 * total_bits^-1,1.012892079188592,2.0678338484619295e-15,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
magn. constant,1.2566370614359173e-06,1,1.2566370614359173e-06,N A^-2,0.0,False,1.2715657552083333e-06,1.2715657552083333e-06,1.1879877038925983,0.005128959306579747,False,False,4,sign(1) * 1 * K^-1 * dict^-1 * checksum^-2,0.9882595974991714,1.2566370614359173e-06,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
magn. flux quantum,2.0678338484619295e-15,1,2.0678338484619295e-15,Wb,0.0,False,2.0415144820941148e-15,2.0415144820941148e-15,1.2727988947173519,0.005563174965719118,False,False,7,sign(1) * 1 * K^-3 * dict^-3 * total_bits^-1,1.012892079188592,2.0678338484619295e-15,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Mo x unit,1.00209952e-13,1,1.00209952e-13,m,5.3e-20,False,1.0156802229425738e-13,1.0156802229425738e-13,1.355224972323481,0.005846141960038005,False,False,5,sign(1) * 1 * bits^-1 * dict^-3 * f1^-1,0.9866289579773164,1.00209952e-13,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
molar gas constant,8.31446261815324,1,8.31446261815324,J mol^-1 K^-1,0.0,False,8.0,8.0,3.782115965819161,0.01674419807140526,False,False,1,sign(1) * 1 * checksum^1,1.039307827269155,8.31446261815324,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
molar mass constant,0.00100000000105,1,0.00100000000105,kg mol^-1,3.1e-13,False,0.0010131453638286187,0.0010131453638286187,1.3145362764816144,0.005671760974848202,False,False,3,sign(1) * 1 * bits^1 * f1^-2,0.9870251957439323,0.00100000000105,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
molar mass of carbon-12,0.0120000000126,1,0.0120000000126,kg mol^-1,3.7e-12,False,0.011923099511479036,0.011923099511479036,0.6408375086684849,0.002792077865222551,True,False,2,sign(1) * 1 * bits^-1 * lnDict^-1,1.0064497072298129,0.0120000000126,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
molar Planck constant,3.990312712893431e-10,1,3.990312712893431e-10,J Hz^-1 mol^-1,0.0,False,4.13921144273546e-10,4.13921144273546e-10,3.7315052868139813,0.01591068015154161,False,False,4,sign(1) * 1 * dict^-2 * words^-2,0.9640272714013308,3.990312712893431e-10,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
molar Planck constant times c,0.119626565582,1,0.119626565582,J m mol^-1,5.4e-11,False,0.125,0.125,4.491840413421128,0.01908237846830264,False,False,1,sign(1) * 1 * checksum^-1,0.957012524656,0.119626565582,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
"molar volume of ideal gas (273.15 K, 100 kPa)",0.02271095464148557,1,0.02271095464148557,m^3 mol^-1,0.0,False,0.022727272727272728,0.022727272727272728,0.07185116629729235,0.0003119335998625206,True,True,2,sign(1) * 1 * K^1 * total_bits^-1,0.9992820042253652,0.02271095464148557,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
"molar volume of ideal gas (273.15 K, 101.325 kPa)",0.022413969545014137,1,0.022413969545014137,m^3 mol^-1,0.0,False,0.022727272727272728,0.022727272727272728,1.3978031942507194,0.0060285460135931,False,False,2,sign(1) * 1 * K^1 * total_bits^-1,0.986214659980622,0.022413969545014137,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
molar volume of silicon,1.205883199e-05,1,1.205883199e-05,m^3 mol^-1,6e-13,False,1.2079832992522254e-05,1.2079832992522254e-05,0.17415453287407276,0.0007556856866499068,True,False,3,sign(1) * 1 * lnDict^-1 * f1^-2,0.9982614823785019,1.205883199e-05,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
Molybdenum x unit,1.00209952e-13,1,1.00209952e-13,m,5.3e-20,False,1.0156802229425738e-13,1.0156802229425738e-13,1.355224972323481,0.005846141960038005,False,False,5,sign(1) * 1 * bits^-1 * dict^-3 * f1^-1,0.9866289579773164,1.00209952e-13,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
muon Compton wavelength,1.17344411e-14,1,1.17344411e-14,m,2.6e-22,False,1.224908689256469e-14,1.224908689256469e-14,4.385771662910217,0.018641306047463776,False,False,6,sign(1) * 1 * K^-2 * dict^-3 * total_bits^-1,0.9579849667915178,1.17344411e-14,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
muon Compton wavelength over 2 pi,1.867594308e-15,1,1.867594308e-15,m,4.2e-23,False,1.8638117840377702e-15,1.8638117840377702e-15,0.20253456256676436,0.0008804883771031701,True,False,6,sign(1) * 1 * dict^-2 * entropy^-3 * lnDict^-1,1.00202945597545,1.867594308e-15,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
muon g factor,-2.00233184123,-1,2.00233184123,,8.2e-10,True,-1.9999684563670785,1.9999684563670785,0.11803162763819697,0.0005129076019101282,True,False,2,sign(-1) * 1 * K^1 * U^-1,1.001181711069191,-2.00233184123,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
muon mag. mom.,-4.4904483e-26,-1,4.4904483e-26,J T^-1,1e-33,False,-4.472741043151964e-26,4.472741043151964e-26,0.3943316048875485,0.0017159458868423827,True,False,3,sign(-1) * mu_B[J/T] * pi^-1 * K^-1 * bits^-1,1.0039589273506335,-4.4904483e-26,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
muon mag. mom. anomaly,0.00116592062,1,0.00116592062,,4.1e-10,True,0.0011665100711120149,0.0011665100711120149,0.05055671045724982,0.00021950952002569734,True,True,3,sign(1) * 1 * K^-1 * entropy^-1 * lnK^1,0.9994946883643681,0.00116592062,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
muon mag. mom. to Bohr magneton ratio,-0.00484197048,-1,0.00484197048,,1.1e-10,True,-0.004822877063390768,0.004822877063390768,0.39433153688355194,0.001715945590335581,True,False,3,sign(-1) * 1 * pi^-1 * K^-1 * bits^-1,1.0039589266651985,-0.00484197048,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
muon mag. mom. to nuclear magneton ratio,-8.89059704,-1,8.89059704,,2e-07,True,-9.00028389941269,9.00028389941269,1.2337400842619937,0.005325282170571285,False,False,2,sign(-1) * 1 * U^2,0.9878129556091172,-8.89059704,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
muon magn. moment,-4.49044799e-26,-1,4.49044799e-26,J T^-1,4e-33,False,-3.771190459990763e-25,3.771190459990763e-25,739.8249948310308,0.9241887959457128,False,False,9,sign(-1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.11907242653586367,-4.49044799e-26,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
muon magn. moment to Bohr magneton ratio,-0.00484197045,-1,0.00484197045,,1.3e-10,True,-0.004822877063390768,0.004822877063390768,0.3943309197442958,0.0017159428995231552,True,False,3,sign(-1) * 1 * pi^-1 * K^-1 * bits^-1,1.0039589204448451,-0.00484197045,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
muon magn. moment to nuclear magneton ratio,-8.89059698,-1,8.89059698,,2.3e-07,True,-9.00028389941269,9.00028389941269,1.2337407674584517,0.00532528510149579,False,False,2,sign(-1) * 1 * U^2,0.9878129489426608,-8.89059698,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
muon mass,1.883531627e-28,1,1.883531627e-28,kg,4.2e-36,False,3.771190459990763e-25,3.771190459990763e-25,200119.12061000732,3.3015055495613614,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.0004994527979911716,1.8835316269999999e-28,1.1903583198604325e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
muon mass energy equivalent,1.692833804e-11,1,1.692833804e-11,J,3.8e-19,False,1.7246714344731083e-11,1.7246714344731083e-11,1.880729838799248,0.008092047440261034,False,False,5,sign(1) * 1 * dict^-2 * words^-3,0.981539886475342,1.692833804e-11,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
muon mass energy equivalent in MeV,105.6583755,1,105.6583755,MeV,2.3e-06,False,105.9531362656666,105.9531362656666,0.2789752958738185,0.0012098874558905143,True,False,3,sign(1) * m_e[MeV] * pi^1 * K^1 * bits^1,0.9972180081113643,105.6583755,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
muon mass in u,0.1134289257,1,0.1134289257,u,2.5e-09,False,0.11110760629064763,0.11110760629064763,2.0464968657922973,0.00898002761564098,False,False,2,sign(1) * 1 * U^-2,1.0208925337053882,0.11342892569999999,1.223478731035399e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
muon molar mass,0.0001134289258,1,0.0001134289258,kg mol^-1,2.5e-12,False,0.00011303618117322113,0.00011303618117322113,0.346247329778447,0.0015063423896536123,True,False,3,sign(1) * 1 * pi^-1 * bits^-1 * entropy^-1,1.0034745036739787,0.0001134289258,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
muon-electron mass ratio,206.7682827,1,206.7682827,,4.6e-06,True,207.34511513692635,207.34511513692635,0.2789752999802647,0.0012098874736749792,True,False,3,sign(1) * 1 * pi^1 * K^1 * bits^1,0.9972180080705281,206.7682827,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
muon-neutron mass ratio,0.1124545168,1,0.1124545168,,2.5e-09,True,0.11110760629064763,0.11110760629064763,1.197738025719188,0.005233112581367896,False,False,2,sign(1) * 1 * U^-2,1.0121225769712738,0.11245451679999999,1.234080071011826e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
muon-proton mag. mom. ratio,-3.183345146,-1,3.183345146,,7.1e-08,True,-3.141592653589793,3.141592653589793,1.3115917531804786,0.0057338557405568055,False,False,1,sign(-1) * 1 * pi^1,1.0132902311069827,-3.1833451460000006,1.3950394615804648e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
muon-proton magn. moment ratio,-3.183345118,-1,3.183345118,,8.9e-08,True,-3.141592653589793,3.141592653589793,1.311590885139051,0.005733851920598544,False,False,1,sign(-1) * 1 * pi^1,1.0132902221943056,-3.1833451179999996,1.3950394738509236e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
muon-proton mass ratio,0.1126095262,1,0.1126095262,,2.5e-09,True,0.11110760629064763,0.11110760629064763,1.3337414338151932,0.005831339973094184,False,False,2,sign(1) * 1 * U^-2,1.0135177055783515,0.1126095262,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
muon-tau mass ratio,0.0594635,1,0.0594635,,4e-06,True,0.05921644270623438,0.05921644270623438,0.4154772150405288,0.0018081534577675373,True,False,3,sign(1) * 1 * pi^-1 * lnK^-1 * U^-1,1.0041721063014752,0.0594635,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
natural unit of action,1.0545718176461565e-34,1,1.0545718176461565e-34,J s,0.0,False,3.771190459990763e-25,3.771190459990763e-25,357603948430.33344,9.553402305469149,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,2.796389704615289e-10,1.0545718176461565e-34,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
natural unit of action in eV s,6.582119569509067e-16,1,6.582119569509067e-16,eV s,0.0,False,6.592631851131811e-16,6.592631851131811e-16,0.15970967272368117,0.0006930570033672823,True,False,7,sign(1) * 1 * dict^-3 * total_bits^-3 * f1^1,0.9984054499234718,6.582119569509067e-16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
natural unit of energy,8.187105788e-14,1,8.187105788e-14,J,2.6e-23,False,8.317929685514974e-14,8.317929685514974e-14,1.5979260669469406,0.006884842722765039,False,False,5,sign(1) * 1 * dict^-2 * total_bits^-1 * f1^-2,0.984272060180697,8.187105788e-14,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
natural unit of energy in MeV,0.51099895069,1,0.51099895069,MeV,1.6e-10,False,0.5000078860326074,0.5000078860326074,2.1508976960816537,0.009443154331407196,False,False,2,sign(1) * 1 * K^-1 * U^1,1.0219817826166764,0.51099895069,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
natural unit of length,3.8615926744e-13,1,3.8615926744e-13,m,1.2e-22,False,3.724102080675221e-13,3.724102080675221e-13,3.5604633972986743,0.01574488509853721,False,False,5,sign(1) * 1 * dict^-3 * U^-1 * f1^-1,1.0369191259386343,3.8615926743999993e-13,1.3074164519951409e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
natural unit of mass,9.1093837139e-31,1,9.1093837139e-31,kg,2.8e-40,False,3.771190459990763e-25,3.771190459990763e-25,41398863.73270902,5.616989470328657,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,2.4155193991242523e-06,9.1093837139e-31,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
natural unit of mom.um,2.730924488e-22,1,2.730924488e-22,kg m s^-1,3.4e-30,False,4.5768284812213825e-22,4.5768284812213825e-22,67.5926412953745,0.22425494558916337,False,False,9,sign(1) * 1 * dict^-3 * words^-3 * total_bits^-3,0.5966849094749601,2.730924488e-22,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
natural unit of mom.um in MeV/c,0.5109989461,1,0.5109989461,MeV/c,3.1e-09,False,0.5000078860326074,0.5000078860326074,2.150896817161281,0.009443150430397826,False,False,2,sign(1) * 1 * K^-1 * U^1,1.021981773436821,0.5109989461,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
natural unit of momentum,2.730924488e-22,1,2.730924488e-22,kg m s^-1,3.4e-30,False,4.5768284812213825e-22,4.5768284812213825e-22,67.5926412953745,0.22425494558916337,False,False,9,sign(1) * 1 * dict^-3 * words^-3 * total_bits^-3,0.5966849094749601,2.730924488e-22,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
natural unit of momentum in MeV/c,0.5109989461,1,0.5109989461,MeV/c,3.1e-09,False,0.5000078860326074,0.5000078860326074,2.150896817161281,0.009443150430397826,False,False,2,sign(1) * 1 * K^-1 * U^1,1.021981773436821,0.5109989461,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
natural unit of time,1.28808866644e-21,1,1.28808866644e-21,s,4e-31,False,1.4764573418943504e-21,1.4764573418943504e-21,14.623890448082348,0.0592751447556569,False,False,8,sign(1) * 1 * dict^-3 * total_bits^-2 * f1^-3,0.8724184775886134,1.28808866644e-21,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
natural unit of velocity,299792458.0,1,299792458.0,m s^-1,0.0,False,298665674.66592115,298665674.66592115,0.3758544633163682,0.0016353904670450324,True,False,4,sign(1) * 1 * total_bits^1 * f1^3,1.0037727245869121,299792458.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron Compton wavelength,1.31959090382e-15,1,1.31959090382e-15,m,6.7e-25,False,1.3402914044042683e-15,1.3402914044042683e-15,1.568705916685521,0.0067599191565030714,False,False,6,sign(1) * 1 * dict^-3 * checksum^-1 * f1^-2,0.9845552239488776,1.31959090382e-15,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron Compton wavelength over 2 pi,2.1001941536e-16,1,2.1001941536e-16,m,1.4e-25,False,2.0879125385053449e-16,2.0879125385053449e-16,0.5847847482863812,0.002547142824287635,True,False,6,sign(1) * 1 * dict^-3 * checksum^-1 * total_bits^-2,1.0058822459600951,2.1001941536e-16,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron g factor,-3.82608552,-1,3.82608552,,9e-07,True,-3.812369621073643,3.812369621073643,0.3584838565332651,0.001559672868451122,True,False,3,sign(-1) * 1 * K^-1 * lnDict^1 * U^1,1.0035977358676187,-3.8260855199999995,1.160688143348303e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron gyromag. ratio,183247174.0,1,183247174.0,s^-1 T^-1,43.0,False,184549376.0,184549376.0,0.7106259657788774,0.0030752953286001337,True,False,4,sign(1) * 1 * bits^1 * entropy^3,0.9929438829421997,183247174.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron gyromag. ratio in MHz/T,29.1646935,1,29.1646935,MHz T^-1,6.9e-06,False,29.332408060730973,29.332408060730973,0.5750602547253744,0.0024903014300939087,True,False,3,sign(1) * 1 * total_bits^1 * U^-2,0.9942822778005906,29.1646935,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron gyromag. ratio over 2 pi,29.1646933,1,29.1646933,MHz T^-1,6.9e-06,False,29.332408060730973,29.332408060730973,0.5750609444295904,0.0024903044083146382,True,False,3,sign(1) * 1 * total_bits^1 * U^-2,0.9942822709821938,29.1646933,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron gyromagn. ratio,183247174.0,1,183247174.0,s^-1 T^-1,43.0,False,184549376.0,184549376.0,0.7106259657788774,0.0030752953286001337,True,False,4,sign(1) * 1 * bits^1 * entropy^3,0.9929438829421997,183247174.0,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron gyromagn. ratio over 2 pi,29.164695,1,29.164695,MHz T^-1,7.3e-06,False,29.332408060730973,29.332408060730973,0.5750550819440249,0.002490279093438556,True,False,3,sign(1) * 1 * total_bits^1 * U^-2,0.9942823289385674,29.164695,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron mag. mom.,-9.6623653e-27,-1,9.6623653e-27,J T^-1,2.3e-33,False,-9.580740016520207e-27,9.580740016520207e-27,0.8447753831020384,0.0036843973183967667,True,False,3,sign(-1) * mu_B[J/T] * bits^-1 * total_bits^-1 * U^1,1.008519726382205,-9.662365300000001e-27,1.4850707698544712e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron mag. mom. to Bohr magneton ratio,-0.00104187565,-1,0.00104187565,,2.5e-10,True,-0.00103307414469547,0.00103307414469547,0.8447750270898557,0.0036843957590827884,True,False,3,sign(-1) * 1 * bits^-1 * total_bits^-1 * U^1,1.0085197227611622,-0.00104187565,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron mag. mom. to nuclear magneton ratio,-1.91304276,-1,1.91304276,,4.5e-07,True,-1.909859317102744,1.909859317102744,0.1664073048349383,0.0007232997212168487,True,False,2,sign(-1) * 1 * pi^-1 * K^1,1.0016668468031904,-1.9130427600000002,1.160688143348303e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron magn. moment,-9.6623645e-27,-1,9.6623645e-27,J T^-1,2.4e-33,False,-3.771190459990763e-25,3.771190459990763e-25,3802.968533210234,1.5913950498955844,False,False,9,sign(-1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.02562152350168935,-9.6623645e-27,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron magn. moment to Bohr magneton ratio,-0.00104187563,-1,0.00104187563,,2.5e-10,True,-0.00103307414469547,0.00103307414469547,0.844773123691354,0.0036843874223011887,True,False,3,sign(-1) * 1 * bits^-1 * total_bits^-1 * U^1,1.0085197034014675,-0.0010418756300000001,2.0812506622993082e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron magn. moment to nuclear magneton ratio,-1.91304273,-1,1.91304273,,4.5e-07,True,-1.909859317102744,1.909859317102744,0.16640573926207478,0.0007232929106871409,True,False,2,sign(-1) * 1 * pi^-1 * K^1,1.001666831095227,-1.91304273,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron mass,1.67492750056e-27,1,1.67492750056e-27,kg,8.5e-37,False,3.771190459990763e-25,3.771190459990763e-25,22415.544456281794,2.3524824532532,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,0.004441376054404058,1.67492750056e-27,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron mass energy equivalent,1.50534976514e-10,1,1.50534976514e-10,J,7.6e-20,False,1.505167797358349e-10,1.505167797358349e-10,0.01208807320829622,5.250100815612985e-05,True,True,4,sign(1) * 1 * K^-1 * dict^-2 * total_bits^-1,1.0001208953460008,1.5053497651399998e-10,1.717168643519739e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron mass energy equivalent in MeV,939.56542194,1,939.56542194,MeV,4.8e-07,False,924.6819165003631,924.6819165003631,1.5840839916081286,0.006934660962372483,False,False,3,sign(1) * m_e[MeV] * pi^1 * words^2,1.016095811082763,939.5654219400001,1.2099938446742456e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron mass in u,1.00866491606,1,1.00866491606,u,4e-10,False,1.0,1.0,0.8590480269549351,0.003746915220504437,True,False,0,sign(1) * 1 * 1,1.00866491606,1.00866491606,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron molar mass,0.00100866491712,1,0.00100866491712,kg mol^-1,5.1e-13,False,0.0010131453638286187,0.0010131453638286187,0.44419575149015456,0.0019248457539554579,True,False,3,sign(1) * 1 * bits^1 * f1^-2,0.9955776862150487,0.00100866491712,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron relative atomic mass,1.00866491606,1,1.00866491606,,4e-10,True,1.0,1.0,0.8590480269549351,0.003746915220504437,True,False,0,sign(1) * 1 * 1,1.00866491606,1.00866491606,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron to shielded proton mag. mom. ratio,-0.68499694,-1,0.68499694,,1.6e-07,True,-0.6931471805599453,0.6931471805599453,1.1898214552528203,0.0051368296170674335,False,False,2,sign(-1) * 1 * bits^-1 * lnDict^1,0.9882416883621148,-0.68499694,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron to shielded proton magn. moment ratio,-0.68499694,-1,0.68499694,,1.6e-07,True,-0.6931471805599453,0.6931471805599453,1.1898214552528203,0.0051368296170674335,False,False,2,sign(-1) * 1 * bits^-1 * lnDict^1,0.9882416883621148,-0.68499694,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron-electron mag. mom. ratio,0.00104066884,1,0.00104066884,,2.4e-10,True,0.00103307414469547,0.00103307414469547,0.7297898248332266,0.00318105863001877,True,False,3,sign(1) * 1 * bits^-1 * total_bits^-1 * U^1,1.007351549105673,0.00104066884,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron-electron magn. moment ratio,0.00104066882,1,0.00104066882,,2.5e-10,True,0.00103307414469547,0.00103307414469547,0.7297879170176398,0.003181050283569509,True,False,3,sign(1) * 1 * bits^-1 * total_bits^-1 * U^1,1.0073515297459785,0.00104066882,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron-electron mass ratio,1838.683662,1,1838.683662,,7.4e-07,True,1809.5573684677208,1809.5573684677208,1.5840839908588409,0.0069346609590659825,False,False,3,sign(1) * 1 * pi^1 * words^2,1.016095811075027,1838.6836620000001,1.2366111699492115e-14,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron-muon mass ratio,8.89248408,1,8.89248408,,2e-07,True,9.00028389941269,9.00028389941269,1.2122576598719148,0.005233112421507366,False,False,2,sign(1) * 1 * U^2,0.9880226201064919,8.89248408,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron-proton mag. mom. ratio,-0.68497935,-1,0.68497935,,1.6e-07,True,-0.6931471805599453,0.6931471805599453,1.1924199700246876,0.005147981985167328,False,False,2,sign(-1) * 1 * bits^-1 * lnDict^1,0.9882163113563456,-0.68497935,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron-proton magn. moment ratio,-0.68497934,-1,0.68497934,,1.6e-07,True,-0.6931471805599453,0.6931471805599453,1.1924214473308403,0.005147988325423957,False,False,2,sign(-1) * 1 * bits^-1 * lnDict^1,0.9882162969293953,-0.68497934,0.0,DIMENSIONLESS_LOOK_ELSEWHERE_FIT
neutron-proton mass difference,2.30557461e-30,1,2.30557461e-30,kg,6.7e-37,False,3.771190459990763e-25,3.771190459990763e-25,16356735.487491608,5.213699285688867,False,False,9,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,6.1136520005029054e-06,2.30557461e-30,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron-proton mass difference energy equivalent,2.07214712e-13,1,2.07214712e-13,J,6e-20,False,2.107456940045694e-13,2.107456940045694e-13,1.7040209020339294,0.0073381232378454345,False,False,5,sign(1) * 1 * dict^-2 * f1^-3,0.9832452946607163,2.07214712e-13,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron-proton mass difference energy equivalent in MeV,1.29333251,1,1.29333251,MeV,3.8e-07,False,1.2929292929292928,1.2929292929292928,0.03117659747895134,0.00013541935316665641,True,True,2,sign(1) * 1 * K^-1 * bip_density^-1,1.000311863203125,1.2933325099999997,1.716840821739116e-14,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
neutron-proton mass difference in u,0.00138844948,1,0.00138844948,u,4e-10,False,0.0013774104683195593,0.0013774104683195593,0.7950603777417022,0.0034667028732375924,True,False,3,sign(1) * 1 * K^-1 * bits^-2,1.00801432248,0.00138844948,0.0,DIMENSIONAL_UNIT_DEPENDENT_LOOK_ELSEWHERE_FIT
