index,name,symbol_observed,symbol_prediction,symbol_calibration,unit,observed_value,sparse_prediction,exact_calibration_coefficient,exact_calibrated_value,exact_relative_error_percent,sympy_identity_passed,numeric_validation_passed,theorem_statement,calibration_definition,sparse_formula,proof_mode,physical_status
93,deuteron relative atomic mass,O_93_deuteron_relative_atomic_mass,P_93_deuteron_relative_atomic_mass,C_93_deuteron_relative_atomic_mass,,2.013553212544,1.9999684563670785,1.006792485218291,2.013553212544,0.0,True,True,O_93_deuteron_relative_atomic_mass = P_93_deuteron_relative_atomic_mass * C_93_deuteron_relative_atomic_mass,C_93_deuteron_relative_atomic_mass := O_93_deuteron_relative_atomic_mass / P_93_deuteron_relative_atomic_mass,sign(1) * 1 * K^1 * U^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
94,deuteron rms charge radius,O_94_deuteron_rms_charge_radius,P_94_deuteron_rms_charge_radius,C_94_deuteron_rms_charge_radius,m,2.12778e-15,2.1596186256863362e-15,0.9852572925109785,2.12778e-15,0.0,True,True,O_94_deuteron_rms_charge_radius = P_94_deuteron_rms_charge_radius * C_94_deuteron_rms_charge_radius,C_94_deuteron_rms_charge_radius := O_94_deuteron_rms_charge_radius / P_94_deuteron_rms_charge_radius,sign(1) * 1 * K^-1 * dict^-2 * total_bits^-3,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
95,deuteron-electron mag. mom. ratio,O_95_deuteron_electron_mag_mom_ratio,P_95_deuteron_electron_mag_mom_ratio,C_95_deuteron_electron_mag_mom_ratio,,-0.000466434555,-0.0004734848484848485,0.98510978016,-0.000466434555,0.0,True,True,O_95_deuteron_electron_mag_mom_ratio = P_95_deuteron_electron_mag_mom_ratio * C_95_deuteron_electron_mag_mom_ratio,C_95_deuteron_electron_mag_mom_ratio := O_95_deuteron_electron_mag_mom_ratio / P_95_deuteron_electron_mag_mom_ratio,sign(-1) * 1 * checksum^-1 * total_bits^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
96,deuteron-electron magn. moment ratio,O_96_deuteron_electron_magn_moment_ratio,P_96_deuteron_electron_magn_moment_ratio,C_96_deuteron_electron_magn_moment_ratio,,-0.0004664345548,-0.0004734848484848485,0.9851097797375999,-0.0004664345548,0.0,True,True,O_96_deuteron_electron_magn_moment_ratio = P_96_deuteron_electron_magn_moment_ratio * C_96_deuteron_electron_magn_moment_ratio,C_96_deuteron_electron_magn_moment_ratio := O_96_deuteron_electron_magn_moment_ratio / P_96_deuteron_electron_magn_moment_ratio,sign(-1) * 1 * checksum^-1 * total_bits^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
97,deuteron-electron mass ratio,O_97_deuteron_electron_mass_ratio,P_97_deuteron_electron_mass_ratio,C_97_deuteron_electron_mass_ratio,,3670.482967655,3669.5233929790566,1.00026149844903,3670.4829676549994,1.2389305573511307e-14,True,True,O_97_deuteron_electron_mass_ratio = P_97_deuteron_electron_mass_ratio * C_97_deuteron_electron_mass_ratio,C_97_deuteron_electron_mass_ratio := O_97_deuteron_electron_mass_ratio / P_97_deuteron_electron_mass_ratio,sign(1) * 1 * dict^1 * lnK^1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
98,deuteron-neutron mag. mom. ratio,O_98_deuteron_neutron_mag_mom_ratio,P_98_deuteron_neutron_mag_mom_ratio,C_98_deuteron_neutron_mag_mom_ratio,,-0.44820652,-0.4583333333333333,0.9779051345454546,-0.44820652,0.0,True,True,O_98_deuteron_neutron_mag_mom_ratio = P_98_deuteron_neutron_mag_mom_ratio * C_98_deuteron_neutron_mag_mom_ratio,C_98_deuteron_neutron_mag_mom_ratio := O_98_deuteron_neutron_mag_mom_ratio / P_98_deuteron_neutron_mag_mom_ratio,sign(-1) * 1 * bits^1 * words^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
99,deuteron-neutron magn. moment ratio,O_99_deuteron_neutron_magn_moment_ratio,P_99_deuteron_neutron_magn_moment_ratio,C_99_deuteron_neutron_magn_moment_ratio,,-0.44820652,-0.4583333333333333,0.9779051345454546,-0.44820652,0.0,True,True,O_99_deuteron_neutron_magn_moment_ratio = P_99_deuteron_neutron_magn_moment_ratio * C_99_deuteron_neutron_magn_moment_ratio,C_99_deuteron_neutron_magn_moment_ratio := O_99_deuteron_neutron_magn_moment_ratio / P_99_deuteron_neutron_magn_moment_ratio,sign(-1) * 1 * bits^1 * words^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
100,deuteron-proton mag. mom. ratio,O_100_deuteron_proton_mag_mom_ratio,P_100_deuteron_proton_mag_mom_ratio,C_100_deuteron_proton_mag_mom_ratio,,0.3070122093,0.3183098861837907,0.964507301299252,0.3070122093,0.0,True,True,O_100_deuteron_proton_mag_mom_ratio = P_100_deuteron_proton_mag_mom_ratio * C_100_deuteron_proton_mag_mom_ratio,C_100_deuteron_proton_mag_mom_ratio := O_100_deuteron_proton_mag_mom_ratio / P_100_deuteron_proton_mag_mom_ratio,sign(1) * 1 * pi^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
101,deuteron-proton magn. moment ratio,O_101_deuteron_proton_magn_moment_ratio,P_101_deuteron_proton_magn_moment_ratio,C_101_deuteron_proton_magn_moment_ratio,,0.3070122084,0.3183098861837907,0.9645072984718185,0.3070122084,0.0,True,True,O_101_deuteron_proton_magn_moment_ratio = P_101_deuteron_proton_magn_moment_ratio * C_101_deuteron_proton_magn_moment_ratio,C_101_deuteron_proton_magn_moment_ratio := O_101_deuteron_proton_magn_moment_ratio / P_101_deuteron_proton_magn_moment_ratio,sign(1) * 1 * pi^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
102,deuteron-proton mass ratio,O_102_deuteron_proton_mass_ratio,P_102_deuteron_proton_mass_ratio,C_102_deuteron_proton_mass_ratio,,1.9990075012699,1.9999684563670785,0.9995195148732875,1.9990075012699,0.0,True,True,O_102_deuteron_proton_mass_ratio = P_102_deuteron_proton_mass_ratio * C_102_deuteron_proton_mass_ratio,C_102_deuteron_proton_mass_ratio := O_102_deuteron_proton_mass_ratio / P_102_deuteron_proton_mass_ratio,sign(1) * 1 * K^1 * U^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
103,electric constant,O_103_electric_constant,P_103_electric_constant,C_103_electric_constant,F m^-1,8.8541878188e-12,8.93798596189465e-12,0.9906244937671747,8.8541878188e-12,0.0,True,True,O_103_electric_constant = P_103_electric_constant * C_103_electric_constant,C_103_electric_constant := O_103_electric_constant / P_103_electric_constant,sign(1) * 1 * dict^-2 * entropy^-1 * f1^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
104,electron charge to mass quotient,O_104_electron_charge_to_mass_quotient,P_104_electron_charge_to_mass_quotient,C_104_electron_charge_to_mass_quotient,C kg^-1,-175882000838.0,-174992710547.5665,1.0050818704827809,-175882000838.0,0.0,True,True,O_104_electron_charge_to_mass_quotient = P_104_electron_charge_to_mass_quotient * C_104_electron_charge_to_mass_quotient,C_104_electron_charge_to_mass_quotient := O_104_electron_charge_to_mass_quotient / P_104_electron_charge_to_mass_quotient,sign(-1) * 1 * pi^-1 * dict^3 * checksum^2,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
105,electron g factor,O_105_electron_g_factor,P_105_electron_g_factor,C_105_electron_g_factor,,-2.00231930436092,-1.9999684563670785,1.0011754425357846,-2.00231930436092,0.0,True,True,O_105_electron_g_factor = P_105_electron_g_factor * C_105_electron_g_factor,C_105_electron_g_factor := O_105_electron_g_factor / P_105_electron_g_factor,sign(-1) * 1 * K^1 * U^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
106,electron gyromag. ratio,O_106_electron_gyromag_ratio,P_106_electron_gyromag_ratio,C_106_electron_gyromag_ratio,s^-1 T^-1,176085962784.0,174992710547.5665,1.0062474158667103,176085962784.0,0.0,True,True,O_106_electron_gyromag_ratio = P_106_electron_gyromag_ratio * C_106_electron_gyromag_ratio,C_106_electron_gyromag_ratio := O_106_electron_gyromag_ratio / P_106_electron_gyromag_ratio,sign(1) * 1 * pi^-1 * dict^3 * checksum^2,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
107,electron gyromag. ratio in MHz/T,O_107_electron_gyromag_ratio_in_MHz_T,P_107_electron_gyromag_ratio_in_MHz_T,C_107_electron_gyromag_ratio_in_MHz_T,MHz T^-1,28024.9513861,27508.340329320417,1.0187801608746618,28024.9513861,0.0,True,True,O_107_electron_gyromag_ratio_in_MHz_T = P_107_electron_gyromag_ratio_in_MHz_T * C_107_electron_gyromag_ratio_in_MHz_T,C_107_electron_gyromag_ratio_in_MHz_T := O_107_electron_gyromag_ratio_in_MHz_T / P_107_electron_gyromag_ratio_in_MHz_T,sign(1) * 1 * total_bits^1 * f1^1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
108,electron gyromag. ratio over 2 pi,O_108_electron_gyromag_ratio_over_2_pi,P_108_electron_gyromag_ratio_over_2_pi,C_108_electron_gyromag_ratio_over_2_pi,MHz T^-1,28024.95164,27508.340329320417,1.0187801701045898,28024.951640000003,1.2981213505108167e-14,True,True,O_108_electron_gyromag_ratio_over_2_pi = P_108_electron_gyromag_ratio_over_2_pi * C_108_electron_gyromag_ratio_over_2_pi,C_108_electron_gyromag_ratio_over_2_pi := O_108_electron_gyromag_ratio_over_2_pi / P_108_electron_gyromag_ratio_over_2_pi,sign(1) * 1 * total_bits^1 * f1^1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
109,electron gyromagn. ratio,O_109_electron_gyromagn_ratio,P_109_electron_gyromagn_ratio,C_109_electron_gyromagn_ratio,s^-1 T^-1,176085962784.0,174992710547.5665,1.0062474158667103,176085962784.0,0.0,True,True,O_109_electron_gyromagn_ratio = P_109_electron_gyromagn_ratio * C_109_electron_gyromagn_ratio,C_109_electron_gyromagn_ratio := O_109_electron_gyromagn_ratio / P_109_electron_gyromagn_ratio,sign(1) * 1 * pi^-1 * dict^3 * checksum^2,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
110,electron gyromagn. ratio over 2 pi,O_110_electron_gyromagn_ratio_over_2_pi,P_110_electron_gyromagn_ratio_over_2_pi,C_110_electron_gyromagn_ratio_over_2_pi,MHz T^-1,28024.9532,27508.340329320417,1.018780226814663,28024.9532,0.0,True,True,O_110_electron_gyromagn_ratio_over_2_pi = P_110_electron_gyromagn_ratio_over_2_pi * C_110_electron_gyromagn_ratio_over_2_pi,C_110_electron_gyromagn_ratio_over_2_pi := O_110_electron_gyromagn_ratio_over_2_pi / P_110_electron_gyromagn_ratio_over_2_pi,sign(1) * 1 * total_bits^1 * f1^1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
111,electron mag. mom.,O_111_electron_mag_mom,P_111_electron_mag_mom,C_111_electron_mag_mom,J T^-1,-9.2847646917e-24,-9.2740100657e-24,1.001159652181075,-9.284764691700001e-24,1.5825580801647912e-14,True,True,O_111_electron_mag_mom = P_111_electron_mag_mom * C_111_electron_mag_mom,C_111_electron_mag_mom := O_111_electron_mag_mom / P_111_electron_mag_mom,sign(-1) * mu_B[J/T] * 1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
112,electron mag. mom. anomaly,O_112_electron_mag_mom_anomaly,P_112_electron_mag_mom_anomaly,C_112_electron_mag_mom_anomaly,,0.00115965218046,0.0011574074074074073,1.00193948391744,0.00115965218046,0.0,True,True,O_112_electron_mag_mom_anomaly = P_112_electron_mag_mom_anomaly * C_112_electron_mag_mom_anomaly,C_112_electron_mag_mom_anomaly := O_112_electron_mag_mom_anomaly / P_112_electron_mag_mom_anomaly,sign(1) * 1 * K^-2 * words^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
113,electron mag. mom. to Bohr magneton ratio,O_113_electron_mag_mom_to_Bohr_magneton_ratio,P_113_electron_mag_mom_to_Bohr_magneton_ratio,C_113_electron_mag_mom_to_Bohr_magneton_ratio,,-1.00115965218046,-1.0,1.00115965218046,-1.00115965218046,0.0,True,True,O_113_electron_mag_mom_to_Bohr_magneton_ratio = P_113_electron_mag_mom_to_Bohr_magneton_ratio * C_113_electron_mag_mom_to_Bohr_magneton_ratio,C_113_electron_mag_mom_to_Bohr_magneton_ratio := O_113_electron_mag_mom_to_Bohr_magneton_ratio / P_113_electron_mag_mom_to_Bohr_magneton_ratio,sign(-1) * 1 * 1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
114,electron mag. mom. to nuclear magneton ratio,O_114_electron_mag_mom_to_nuclear_magneton_ratio,P_114_electron_mag_mom_to_nuclear_magneton_ratio,C_114_electron_mag_mom_to_nuclear_magneton_ratio,,-1838.281971877,-1809.5573684677208,1.0158738285449342,-1838.281971877,0.0,True,True,O_114_electron_mag_mom_to_nuclear_magneton_ratio = P_114_electron_mag_mom_to_nuclear_magneton_ratio * C_114_electron_mag_mom_to_nuclear_magneton_ratio,C_114_electron_mag_mom_to_nuclear_magneton_ratio := O_114_electron_mag_mom_to_nuclear_magneton_ratio / P_114_electron_mag_mom_to_nuclear_magneton_ratio,sign(-1) * 1 * pi^1 * words^2,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
115,electron magn. moment,O_115_electron_magn_moment,P_115_electron_magn_moment,C_115_electron_magn_moment,J T^-1,-9.28476412e-24,-6.1335069477956684e-24,1.5137773869053606,-9.28476412e-24,0.0,True,True,O_115_electron_magn_moment = P_115_electron_magn_moment * C_115_electron_magn_moment,C_115_electron_magn_moment := O_115_electron_magn_moment / P_115_electron_magn_moment,sign(-1) * 1 * dict^-3 * entropy^-3 * f1^-3,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
116,electron magn. moment anomaly,O_116_electron_magn_moment_anomaly,P_116_electron_magn_moment_anomaly,C_116_electron_magn_moment_anomaly,,0.0011596521859,0.0011574074074074073,1.0019394886176,0.0011596521859,0.0,True,True,O_116_electron_magn_moment_anomaly = P_116_electron_magn_moment_anomaly * C_116_electron_magn_moment_anomaly,C_116_electron_magn_moment_anomaly := O_116_electron_magn_moment_anomaly / P_116_electron_magn_moment_anomaly,sign(1) * 1 * K^-2 * words^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
117,electron magn. moment to Bohr magneton ratio,O_117_electron_magn_moment_to_Bohr_magneton_ratio,P_117_electron_magn_moment_to_Bohr_magneton_ratio,C_117_electron_magn_moment_to_Bohr_magneton_ratio,,-1.0011596521859,-1.0,1.0011596521859,-1.0011596521859,0.0,True,True,O_117_electron_magn_moment_to_Bohr_magneton_ratio = P_117_electron_magn_moment_to_Bohr_magneton_ratio * C_117_electron_magn_moment_to_Bohr_magneton_ratio,C_117_electron_magn_moment_to_Bohr_magneton_ratio := O_117_electron_magn_moment_to_Bohr_magneton_ratio / P_117_electron_magn_moment_to_Bohr_magneton_ratio,sign(-1) * 1 * 1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
118,electron magn. moment to nuclear magneton ratio,O_118_electron_magn_moment_to_nuclear_magneton_ratio,P_118_electron_magn_moment_to_nuclear_magneton_ratio,C_118_electron_magn_moment_to_nuclear_magneton_ratio,,-1838.28197107,-1809.5573684677208,1.015873828098969,-1838.28197107,0.0,True,True,O_118_electron_magn_moment_to_nuclear_magneton_ratio = P_118_electron_magn_moment_to_nuclear_magneton_ratio * C_118_electron_magn_moment_to_nuclear_magneton_ratio,C_118_electron_magn_moment_to_nuclear_magneton_ratio := O_118_electron_magn_moment_to_nuclear_magneton_ratio / P_118_electron_magn_moment_to_nuclear_magneton_ratio,sign(-1) * 1 * pi^1 * words^2,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
119,electron mass,O_119_electron_mass,P_119_electron_mass,C_119_electron_mass,kg,9.1093837139e-31,3.771190459990763e-25,2.4155193991242523e-06,9.1093837139e-31,0.0,True,True,O_119_electron_mass = P_119_electron_mass * C_119_electron_mass,C_119_electron_mass := O_119_electron_mass / P_119_electron_mass,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
120,electron mass energy equivalent,O_120_electron_mass_energy_equivalent,P_120_electron_mass_energy_equivalent,C_120_electron_mass_energy_equivalent,J,8.187105788e-14,8.317929685514974e-14,0.984272060180697,8.187105788e-14,0.0,True,True,O_120_electron_mass_energy_equivalent = P_120_electron_mass_energy_equivalent * C_120_electron_mass_energy_equivalent,C_120_electron_mass_energy_equivalent := O_120_electron_mass_energy_equivalent / P_120_electron_mass_energy_equivalent,sign(1) * 1 * dict^-2 * total_bits^-1 * f1^-2,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
121,electron mass energy equivalent in MeV,O_121_electron_mass_energy_equivalent_in_MeV,P_121_electron_mass_energy_equivalent_in_MeV,C_121_electron_mass_energy_equivalent_in_MeV,MeV,0.51099895069,0.51099895069,1.0,0.51099895069,0.0,True,True,O_121_electron_mass_energy_equivalent_in_MeV = P_121_electron_mass_energy_equivalent_in_MeV * C_121_electron_mass_energy_equivalent_in_MeV,C_121_electron_mass_energy_equivalent_in_MeV := O_121_electron_mass_energy_equivalent_in_MeV / P_121_electron_mass_energy_equivalent_in_MeV,sign(1) * m_e[MeV] * 1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
122,electron mass in u,O_122_electron_mass_in_u,P_122_electron_mass_in_u,C_122_electron_mass_in_u,u,0.0005485799090441,0.0005526213301801921,0.9926868166041033,0.0005485799090441,0.0,True,True,O_122_electron_mass_in_u = P_122_electron_mass_in_u * C_122_electron_mass_in_u,C_122_electron_mass_in_u := O_122_electron_mass_in_u / P_122_electron_mass_in_u,sign(1) * 1 * pi^-1 * words^-2,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
123,electron molar mass,O_123_electron_molar_mass,P_123_electron_molar_mass,C_123_electron_molar_mass,kg mol^-1,5.4857990962e-07,5.479889417706056e-07,1.0010784302462106,5.4857990962e-07,0.0,True,True,O_123_electron_molar_mass = P_123_electron_molar_mass * C_123_electron_molar_mass,C_123_electron_molar_mass := O_123_electron_molar_mass / P_123_electron_molar_mass,sign(1) * 1 * entropy^-1 * total_bits^-1 * U^-3,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
124,electron relative atomic mass,O_124_electron_relative_atomic_mass,P_124_electron_relative_atomic_mass,C_124_electron_relative_atomic_mass,,0.0005485799090441,0.0005526213301801921,0.9926868166041033,0.0005485799090441,0.0,True,True,O_124_electron_relative_atomic_mass = P_124_electron_relative_atomic_mass * C_124_electron_relative_atomic_mass,C_124_electron_relative_atomic_mass := O_124_electron_relative_atomic_mass / P_124_electron_relative_atomic_mass,sign(1) * 1 * pi^-1 * words^-2,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
125,electron to alpha particle mass ratio,O_125_electron_to_alpha_particle_mass_ratio,P_125_electron_to_alpha_particle_mass_ratio,C_125_electron_to_alpha_particle_mass_ratio,,0.0001370933554733,0.00013945279889869465,0.983080702258915,0.0001370933554733,0.0,True,True,O_125_electron_to_alpha_particle_mass_ratio = P_125_electron_to_alpha_particle_mass_ratio * C_125_electron_to_alpha_particle_mass_ratio,C_125_electron_to_alpha_particle_mass_ratio := O_125_electron_to_alpha_particle_mass_ratio / P_125_electron_to_alpha_particle_mass_ratio,sign(1) * 1 * pi^1 * bits^-1 * dict^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
126,electron to shielded helion mag. mom. ratio,O_126_electron_to_shielded_helion_mag_mom_ratio,P_126_electron_to_shielded_helion_mag_mom_ratio,C_126_electron_to_shielded_helion_mag_mom_ratio,,864.05823986,864.0,1.0000674072453704,864.05823986,0.0,True,True,O_126_electron_to_shielded_helion_mag_mom_ratio = P_126_electron_to_shielded_helion_mag_mom_ratio * C_126_electron_to_shielded_helion_mag_mom_ratio,C_126_electron_to_shielded_helion_mag_mom_ratio := O_126_electron_to_shielded_helion_mag_mom_ratio / P_126_electron_to_shielded_helion_mag_mom_ratio,sign(1) * 1 * K^2 * words^1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
127,electron to shielded helion magn. moment ratio,O_127_electron_to_shielded_helion_magn_moment_ratio,P_127_electron_to_shielded_helion_magn_moment_ratio,C_127_electron_to_shielded_helion_magn_moment_ratio,,864.058255,864.0,1.0000674247685186,864.0582550000001,1.3157311681677762e-14,True,True,O_127_electron_to_shielded_helion_magn_moment_ratio = P_127_electron_to_shielded_helion_magn_moment_ratio * C_127_electron_to_shielded_helion_magn_moment_ratio,C_127_electron_to_shielded_helion_magn_moment_ratio := O_127_electron_to_shielded_helion_magn_moment_ratio / P_127_electron_to_shielded_helion_magn_moment_ratio,sign(1) * 1 * K^2 * words^1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
128,electron to shielded proton mag. mom. ratio,O_128_electron_to_shielded_proton_mag_mom_ratio,P_128_electron_to_shielded_proton_mag_mom_ratio,C_128_electron_to_shielded_proton_mag_mom_ratio,,-658.2275856,-651.8986469044033,1.0097084703667514,-658.2275856,0.0,True,True,O_128_electron_to_shielded_proton_mag_mom_ratio = P_128_electron_to_shielded_proton_mag_mom_ratio * C_128_electron_to_shielded_proton_mag_mom_ratio,C_128_electron_to_shielded_proton_mag_mom_ratio := O_128_electron_to_shielded_proton_mag_mom_ratio / P_128_electron_to_shielded_proton_mag_mom_ratio,sign(-1) * 1 * pi^-1 * dict^1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
129,electron to shielded proton magn. moment ratio,O_129_electron_to_shielded_proton_magn_moment_ratio,P_129_electron_to_shielded_proton_magn_moment_ratio,C_129_electron_to_shielded_proton_magn_moment_ratio,,-658.2275956,-651.8986469044033,1.009708485706559,-658.2275955999999,1.7271660817864386e-14,True,True,O_129_electron_to_shielded_proton_magn_moment_ratio = P_129_electron_to_shielded_proton_magn_moment_ratio * C_129_electron_to_shielded_proton_magn_moment_ratio,C_129_electron_to_shielded_proton_magn_moment_ratio := O_129_electron_to_shielded_proton_magn_moment_ratio / P_129_electron_to_shielded_proton_magn_moment_ratio,sign(-1) * 1 * pi^-1 * dict^1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
130,electron volt,O_130_electron_volt,P_130_electron_volt,C_130_electron_volt,J,1.602176634e-19,1.636097905766929e-19,0.9792669670639127,1.602176634e-19,0.0,True,True,O_130_electron_volt = P_130_electron_volt * C_130_electron_volt,C_130_electron_volt := O_130_electron_volt / P_130_electron_volt,sign(1) * 1 * dict^-3 * entropy^-2 * f1^-2,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
131,electron volt-atomic mass unit relationship,O_131_electron_volt_atomic_mass_unit_relationship,P_131_electron_volt_atomic_mass_unit_relationship,C_131_electron_volt_atomic_mass_unit_relationship,u,1.07354410083e-09,1.0703415447881593e-09,1.0029920879530791,1.0735441008300001e-09,1.9262846582490213e-14,True,True,O_131_electron_volt_atomic_mass_unit_relationship = P_131_electron_volt_atomic_mass_unit_relationship * C_131_electron_volt_atomic_mass_unit_relationship,C_131_electron_volt_atomic_mass_unit_relationship := O_131_electron_volt_atomic_mass_unit_relationship / P_131_electron_volt_atomic_mass_unit_relationship,sign(1) * 1 * words^-3 * entropy^-1 * total_bits^-1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
132,electron volt-hartree relationship,O_132_electron_volt_hartree_relationship,P_132_electron_volt_hartree_relationship,C_132_electron_volt_hartree_relationship,E_h,0.036749322175665,0.03681553890925539,0.9982013917070831,0.036749322175665,0.0,True,True,O_132_electron_volt_hartree_relationship = P_132_electron_volt_hartree_relationship * C_132_electron_volt_hartree_relationship,C_132_electron_volt_hartree_relationship := O_132_electron_volt_hartree_relationship / P_132_electron_volt_hartree_relationship,sign(1) * 1 * pi^1 * bits^-1 * bip_density^1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
133,electron volt-hertz relationship,O_133_electron_volt_hertz_relationship,P_133_electron_volt_hertz_relationship,C_133_electron_volt_hertz_relationship,Hz,241798924208491.8,236294844163338.12,1.0232932718639811,241798924208491.8,0.0,True,True,O_133_electron_volt_hertz_relationship = P_133_electron_volt_hertz_relationship * C_133_electron_volt_hertz_relationship,C_133_electron_volt_hertz_relationship := O_133_electron_volt_hertz_relationship / P_133_electron_volt_hertz_relationship,sign(1) * 1 * dict^3 * total_bits^1 * f1^1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
134,electron volt-inverse meter relationship,O_134_electron_volt_inverse_meter_relationship,P_134_electron_volt_inverse_meter_relationship,C_134_electron_volt_inverse_meter_relationship,m^-1,806554.3937349211,811008.0,0.9945085544592915,806554.3937349211,0.0,True,True,O_134_electron_volt_inverse_meter_relationship = P_134_electron_volt_inverse_meter_relationship * C_134_electron_volt_inverse_meter_relationship,C_134_electron_volt_inverse_meter_relationship := O_134_electron_volt_inverse_meter_relationship / P_134_electron_volt_inverse_meter_relationship,sign(1) * 1 * K^2 * bits^1 * dict^1,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
135,electron volt-joule relationship,O_135_electron_volt_joule_relationship,P_135_electron_volt_joule_relationship,C_135_electron_volt_joule_relationship,J,1.602176634e-19,1.636097905766929e-19,0.9792669670639127,1.602176634e-19,0.0,True,True,O_135_electron_volt_joule_relationship = P_135_electron_volt_joule_relationship * C_135_electron_volt_joule_relationship,C_135_electron_volt_joule_relationship := O_135_electron_volt_joule_relationship / P_135_electron_volt_joule_relationship,sign(1) * 1 * dict^-3 * entropy^-2 * f1^-2,DEFINITIONAL_SYMBOLIC_IDENTITY,CALIBRATED_FIT_NOT_NO_FIT_PHYSICS
