name,unit,sector,split,observed,sparse_prediction,exact_calibration_coefficient,exact_prediction,exact_relative_error_percent,predicted_calibration_coefficient,predictive_prediction,predictive_relative_error_percent,predictive_log10_error,predictive_pass_1_percent,predictive_pass_10_percent,sparse_formula,status
deuteron mass,kg,nuclear_particle,train,3.3435837768e-27,3.771190459990763e-25,0.00886612281260435,3.3435837768e-27,0.0,6.545734398382808e-06,2.4685211116814625e-30,99.92617139941851,3.131775363535993,False,False,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,EXACT_SYMBOLIC_OK
deuteron mass energy equivalent,J,nuclear_particle,train,3.00506323491e-10,3.000968848933372e-10,1.001364354707675,3.00506323491e-10,0.0,12.782455322296958,3.8359750235095755e-09,1176.503928086046,1.1060221555628853,False,False,sign(1) * 1 * dict^-2 * lnDict^-1 * f1^-1,EXACT_SYMBOLIC_OK
deuteron mass energy equivalent in MeV,MeV,nuclear_particle,train,1875.612945,1875.1226033447065,1.0002614984505114,1875.612945,0.0,5.653903852685176,10601.762911307695,465.2425752109369,0.7522348663449561,False,False,sign(1) * m_e[MeV] * dict^1 * lnK^1,EXACT_SYMBOLIC_OK
deuteron mass in u,u,nuclear_particle,train,2.013553212544,1.9999684563670785,1.006792485218291,2.013553212544,0.0,29.421828266664846,58.84272846197897,2822.332923480816,1.465729690925573,False,False,sign(1) * 1 * K^1 * U^-1,EXACT_SYMBOLIC_OK
deuteron molar mass,kg mol^-1,thermodynamic_statistical,train,0.00201355321466,0.00201416015625,0.9996986626966496,0.00201355321466,0.0,0.8918548613118692,0.0017963385268122366,10.787630854069143,0.0495749272448716,False,False,sign(1) * 1 * checksum^-2 * bip_density^1,EXACT_SYMBOLIC_OK
deuteron relative atomic mass,,dimensionless_ratio,train,2.013553212544,1.9999684563670785,1.006792485218291,2.013553212544,0.0,1.4447197929205031,2.889394014130184,43.49727616483565,0.15684365746158854,False,False,sign(1) * 1 * K^1 * U^-1,EXACT_SYMBOLIC_OK
deuteron rms charge radius,m,electromagnetic_quantum,train,2.12778e-15,2.1596186256863362e-15,0.9852572925109785,2.12778e-15,0.0,0.5615659286945682,1.2127682391596345e-15,43.00311878297406,0.2441489076133418,False,False,sign(1) * 1 * K^-1 * dict^-2 * total_bits^-3,EXACT_SYMBOLIC_OK
deuteron-electron mag. mom. ratio,,dimensionless_ratio,train,-0.000466434555,-0.0004734848484848485,0.98510978016,-0.000466434555,0.0,0.27367675181517664,-0.0001295817953670344,72.21865447618168,0.5562467240621022,False,False,sign(-1) * 1 * checksum^-1 * total_bits^-1,EXACT_SYMBOLIC_OK
deuteron-electron magn. moment ratio,,dimensionless_ratio,train,-0.0004664345548,-0.0004734848484848485,0.9851097797375999,-0.0004664345548,0.0,0.27367675181517664,-0.0001295817953670344,72.21865446426948,0.5562467238758834,False,False,sign(-1) * 1 * checksum^-1 * total_bits^-1,EXACT_SYMBOLIC_OK
deuteron-electron mass ratio,,dimensionless_ratio,train,3670.482967655,3669.5233929790566,1.00026149844903,3670.4829676549994,1.2389305573511307e-14,6.833538126019333,25075.828010242207,583.1751633562998,0.8345320693124266,False,False,sign(1) * 1 * dict^1 * lnK^1,EXACT_SYMBOLIC_OK
deuteron-neutron mag. mom. ratio,,dimensionless_ratio,train,-0.44820652,-0.4583333333333333,0.9779051345454546,-0.44820652,0.0,1.1341573111529353,-0.5198221009450953,15.97825505641803,0.06437657031088855,False,False,sign(-1) * 1 * bits^1 * words^-1,EXACT_SYMBOLIC_OK
deuteron-neutron magn. moment ratio,,dimensionless_ratio,train,-0.44820652,-0.4583333333333333,0.9779051345454546,-0.44820652,0.0,1.1341573111529353,-0.5198221009450953,15.97825505641803,0.06437657031088855,False,False,sign(-1) * 1 * bits^1 * words^-1,EXACT_SYMBOLIC_OK
deuteron-proton mag. mom. ratio,,dimensionless_ratio,train,0.3070122093,0.3183098861837907,0.964507301299252,0.3070122093,0.0,1.5255922962370327,0.4856111101780778,58.17322421322929,0.19913296740035225,False,False,sign(1) * 1 * pi^-1,EXACT_SYMBOLIC_OK
deuteron-proton magn. moment ratio,,dimensionless_ratio,train,0.3070122084,0.3183098861837907,0.9645072984718185,0.3070122084,0.0,1.5255922962370327,0.4856111101780778,58.17322467691086,0.19913296867347768,False,False,sign(1) * 1 * pi^-1,EXACT_SYMBOLIC_OK
deuteron-proton mass ratio,,dimensionless_ratio,train,1.9990075012699,1.9999684563670785,0.9995195148732875,1.9990075012699,0.0,1.4447197929205031,2.889394014130184,44.541429299022255,0.15999234492750564,False,False,sign(1) * 1 * K^1 * U^-1,EXACT_SYMBOLIC_OK
electric constant,F m^-1,general_dimensional,train,8.8541878188e-12,8.93798596189465e-12,0.9906244937671747,8.8541878188e-12,0.0,0.05504091554935869,4.919549305099969e-13,94.44381641119658,1.2552234126307875,False,False,sign(1) * 1 * dict^-2 * entropy^-1 * f1^-1,EXACT_SYMBOLIC_OK
electron charge to mass quotient,C kg^-1,electromagnetic_quantum,test,-175882000838.0,-174992710547.5665,1.0050818704827809,-175882000838.0,0.0,34.554668062995454,-6046815026415.004,3337.995359163873,1.5363052861116846,False,False,sign(-1) * 1 * pi^-1 * dict^3 * checksum^2,EXACT_SYMBOLIC_OK
electron g factor,,dimensionless_ratio,train,-2.00231930436092,-1.9999684563670785,1.0011754425357846,-2.00231930436092,0.0,1.5380951776954863,-3.076141838281289,53.62893578370114,0.18647302212558123,False,False,sign(-1) * 1 * K^1 * U^-1,EXACT_SYMBOLIC_OK
electron gyromag. ratio,s^-1 T^-1,electromagnetic_quantum,train,176085962784.0,174992710547.5665,1.0062474158667103,176085962784.0,0.0,6.3599739053229,1112949072704.2463,532.0487193345853,0.8007505556916956,False,False,sign(1) * 1 * pi^-1 * dict^3 * checksum^2,EXACT_SYMBOLIC_OK
electron gyromag. ratio in MHz/T,MHz T^-1,electromagnetic_quantum,train,28024.9513861,27508.340329320417,1.0187801608746618,28024.9513861,0.0,4.391395832584229,120800.01108348636,331.0444982373869,0.6345221062196781,False,False,sign(1) * 1 * total_bits^1 * f1^1,EXACT_SYMBOLIC_OK
electron gyromag. ratio over 2 pi,MHz T^-1,electromagnetic_quantum,train,28024.95164,27508.340329320417,1.0187801701045898,28024.951640000003,1.2981213505108167e-14,4.391395832584229,120800.01108348636,331.044494332217,0.634522102285064,False,False,sign(1) * 1 * total_bits^1 * f1^1,EXACT_SYMBOLIC_OK
electron gyromagn. ratio,s^-1 T^-1,electromagnetic_quantum,train,176085962784.0,174992710547.5665,1.0062474158667103,176085962784.0,0.0,6.3599739053229,1112949072704.2463,532.0487193345853,0.8007505556916956,False,False,sign(1) * 1 * pi^-1 * dict^3 * checksum^2,EXACT_SYMBOLIC_OK
electron gyromagn. ratio over 2 pi,MHz T^-1,electromagnetic_quantum,train,28024.9532,27508.340329320417,1.018780226814663,28024.9532,0.0,4.391395832584229,120800.01108348636,331.044470338264,0.6345220781102008,False,False,sign(1) * 1 * total_bits^1 * f1^1,EXACT_SYMBOLIC_OK
electron mag. mom.,J T^-1,electromagnetic_quantum,test,-9.2847646917e-24,-9.2740100657e-24,1.001159652181075,-9.284764691700001e-24,1.5825580801647912e-14,4.116606027523171,-3.817744573577118e-23,311.18377259360625,0.614035966852698,False,False,sign(-1) * mu_B[J/T] * 1,EXACT_SYMBOLIC_OK
electron mag. mom. anomaly,,dimensionless_ratio,train,0.00115965218046,0.0011574074074074073,1.00193948391744,0.00115965218046,0.0,0.20026401792214849,0.00023178705778026444,80.01236390653607,0.6992385661755806,False,False,sign(1) * 1 * K^-2 * words^-1,EXACT_SYMBOLIC_OK
electron mag. mom. to Bohr magneton ratio,,dimensionless_ratio,train,-1.00115965218046,-1.0,1.00115965218046,-1.00115965218046,0.0,3.1779479795925427,-3.1779479795925427,217.4266934021143,0.5016434451339854,False,False,sign(-1) * 1 * 1,EXACT_SYMBOLIC_OK
electron mag. mom. to nuclear magneton ratio,,dimensionless_ratio,train,-1838.281971877,-1809.5573684677208,1.0158738285449342,-1838.281971877,0.0,4.070511644020651,-7365.824338871225,300.69066941619747,0.602809229459806,False,False,sign(-1) * 1 * pi^1 * words^2,EXACT_SYMBOLIC_OK
electron magn. moment,J T^-1,electromagnetic_quantum,train,-9.28476412e-24,-6.1335069477956684e-24,1.5137773869053606,-9.28476412e-24,0.0,0.07569387973478366,-4.642689372589053e-25,94.99966901411271,1.3010012475466053,False,False,sign(-1) * 1 * dict^-3 * entropy^-3 * f1^-3,EXACT_SYMBOLIC_OK
electron magn. moment anomaly,,dimensionless_ratio,train,0.0011596521859,0.0011574074074074073,1.0019394886176,0.0011596521859,0.0,0.20026401792214849,0.00023178705778026444,80.01236400029931,0.6992385682128828,False,False,sign(1) * 1 * K^-2 * words^-1,EXACT_SYMBOLIC_OK
electron magn. moment to Bohr magneton ratio,,dimensionless_ratio,train,-1.0011596521859,-1.0,1.0011596521859,-1.0011596521859,0.0,3.1779479795925427,-3.1779479795925427,217.42669340038944,0.5016434451316256,False,False,sign(-1) * 1 * 1,EXACT_SYMBOLIC_OK
electron magn. moment to nuclear magneton ratio,,dimensionless_ratio,train,-1838.28197107,-1809.5573684677208,1.015873828098969,-1838.28197107,0.0,4.070511644020651,-7365.824338871225,300.6906695920993,0.6028092296504599,False,False,sign(-1) * 1 * pi^1 * words^2,EXACT_SYMBOLIC_OK
electron mass,kg,lepton_particle,test,9.1093837139e-31,3.771190459990763e-25,2.4155193991242523e-06,9.1093837139e-31,0.0,2.342795481776011e-06,8.835127970583157e-31,3.010694816800358,0.013276151878011228,False,True,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,EXACT_SYMBOLIC_OK
electron mass energy equivalent,J,lepton_particle,train,8.187105788e-14,8.317929685514974e-14,0.984272060180697,8.187105788e-14,0.0,0.5446259896044285,4.5301606864336455e-14,44.66712897403146,0.2570167952044788,False,False,sign(1) * 1 * dict^-2 * total_bits^-1 * f1^-2,EXACT_SYMBOLIC_OK
electron mass energy equivalent in MeV,MeV,lepton_particle,train,0.51099895069,0.51099895069,1.0,0.51099895069,0.0,0.8839465225504097,0.4516957454893338,11.605347744959033,0.05357400836225151,False,False,sign(1) * m_e[MeV] * 1,EXACT_SYMBOLIC_OK
electron mass in u,u,lepton_particle,train,0.0005485799090441,0.0005526213301801921,0.9926868166041033,0.0005485799090441,0.0,1.2527797582559463,0.0006923128164302206,26.20090619734417,0.1010624734112304,False,False,sign(1) * 1 * pi^-1 * words^-2,EXACT_SYMBOLIC_OK
electron molar mass,kg mol^-1,thermodynamic_statistical,train,5.4857990962e-07,5.479889417706056e-07,1.0010784302462106,5.4857990962e-07,0.0,0.06848995680743114,3.753173895281868e-08,93.15838252647333,1.1648412116155495,False,False,sign(1) * 1 * entropy^-1 * total_bits^-1 * U^-3,EXACT_SYMBOLIC_OK
electron relative atomic mass,,dimensionless_ratio,train,0.0005485799090441,0.0005526213301801921,0.9926868166041033,0.0005485799090441,0.0,0.17187499387052926,9.498178773744425e-05,82.68587927272986,0.7615995585754322,False,False,sign(1) * 1 * pi^-1 * words^-2,EXACT_SYMBOLIC_OK
electron to alpha particle mass ratio,,dimensionless_ratio,train,0.0001370933554733,0.00013945279889869465,0.983080702258915,0.0001370933554733,0.0,0.1292870273551806,1.8029437825972037e-05,86.84878799287729,0.8810342210335537,False,False,sign(1) * 1 * pi^1 * bits^-1 * dict^-1,EXACT_SYMBOLIC_OK
electron to shielded helion mag. mom. ratio,,dimensionless_ratio,train,864.05823986,864.0,1.0000674072453704,864.05823986,0.0,3.281400077962602,2835.129667359688,228.11789027312014,0.5160299104685718,False,False,sign(1) * 1 * K^2 * words^1,EXACT_SYMBOLIC_OK
electron to shielded helion magn. moment ratio,,dimensionless_ratio,test,864.058255,864.0,1.0000674247685186,864.0582550000001,1.3157311681677762e-14,3.281400077962602,2835.129667359688,228.1178845238494,0.5160299028588783,False,False,sign(1) * 1 * K^2 * words^1,EXACT_SYMBOLIC_OK
electron to shielded proton mag. mom. ratio,,dimensionless_ratio,test,-658.2275856,-651.8986469044033,1.0097084703667514,-658.2275856,0.0,5.089408825631902,-3317.7787269727655,404.04735376571637,0.7024713390508518,False,False,sign(-1) * 1 * pi^-1 * dict^1,EXACT_SYMBOLIC_OK
electron to shielded proton magn. moment ratio,,dimensionless_ratio,test,-658.2275956,-651.8986469044033,1.009708485706559,-658.2275955999999,1.7271660817864386e-14,5.089408825631902,-3317.7787269727655,404.047346108071,0.7024713324529139,False,False,sign(-1) * 1 * pi^-1 * dict^1,EXACT_SYMBOLIC_OK
electron volt,J,quantum_atomic,train,1.602176634e-19,1.636097905766929e-19,0.9792669670639127,1.602176634e-19,0.0,0.00027257370894381286,4.4595727437009667e-23,99.97216553625198,3.555417141287741,False,False,sign(1) * 1 * dict^-3 * entropy^-2 * f1^-2,EXACT_SYMBOLIC_OK
electron volt-atomic mass unit relationship,u,quantum_atomic,test,1.07354410083e-09,1.0703415447881593e-09,1.0029920879530791,1.0735441008300001e-09,1.9262846582490213e-14,0.0006249927951986682,6.689557538944121e-13,99.93768716596018,3.2054224962197493,False,False,sign(1) * 1 * words^-3 * entropy^-1 * total_bits^-1,EXACT_SYMBOLIC_OK
electron volt-hartree relationship,E_h,quantum_atomic,train,0.036749322175665,0.03681553890925539,0.9982013917070831,0.036749322175665,0.0,1.0261780677439276,0.03777929858085108,2.802708578576506,0.012004557317165222,False,True,sign(1) * 1 * pi^1 * bits^-1 * bip_density^1,EXACT_SYMBOLIC_OK
electron volt-hertz relationship,Hz,quantum_atomic,test,241798924208491.8,236294844163338.12,1.0232932718639811,241798924208491.8,0.0,3.5742305793305875,844572257746758.9,249.28702040813215,0.5431824474473812,False,False,sign(1) * 1 * dict^3 * total_bits^1 * f1^1,EXACT_SYMBOLIC_OK
electron volt-inverse meter relationship,m^-1,quantum_atomic,test,806554.3937349211,811008.0,0.9945085544592915,806554.3937349211,0.0,9.912320433483622,8038971.170118685,896.7053967547713,0.9985668097954776,False,False,sign(1) * 1 * K^2 * bits^1 * dict^1,EXACT_SYMBOLIC_OK
electron volt-joule relationship,J,quantum_atomic,train,1.602176634e-19,1.636097905766929e-19,0.9792669670639127,1.602176634e-19,0.0,0.00027257370894381286,4.4595727437009667e-23,99.97216553625198,3.555417141287741,False,False,sign(1) * 1 * dict^-3 * entropy^-2 * f1^-2,EXACT_SYMBOLIC_OK
electron volt-kelvin relationship,K,quantum_atomic,test,11604.518121550082,11616.0,0.9990115462766943,11604.518121550082,0.0,6.913471288558401,80306.88248789439,592.0311696421164,0.8401256558710861,False,False,sign(1) * 1 * K^-1 * total_bits^2,EXACT_SYMBOLIC_OK
electron volt-kilogram relationship,kg,quantum_atomic,train,1.7826619216278975e-36,3.771190459990763e-25,4.7270535406272316e-12,1.7826619216278975e-36,0.0,4.231464920891813e-08,1.5957660141452773e-32,895059.0847287802,3.951900223562069,False,False,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,EXACT_SYMBOLIC_OK
electron-deuteron mag. mom. ratio,,dimensionless_ratio,train,-2143.9234921,-2112.0,1.015115289820076,-2143.9234921,0.0,6.4898422308569605,-13706.546791569901,539.3207053365586,0.8057187699239299,False,False,sign(-1) * 1 * checksum^1 * total_bits^1,EXACT_SYMBOLIC_OK
electron-deuteron magn. moment ratio,,dimensionless_ratio,test,-2143.923493,-2112.0,1.015115290246212,-2143.923493,0.0,6.4898422308569605,-13706.546791569901,539.3207050681776,0.8057187697416169,False,False,sign(-1) * 1 * checksum^1 * total_bits^1,EXACT_SYMBOLIC_OK
electron-deuteron mass ratio,,dimensionless_ratio,train,0.0002724437107629,0.0002725149543707262,0.9997385699144816,0.0002724437107629,0.0,0.22931224621336826,6.249101631348478e-05,77.0627788989892,0.6394591990590244,False,False,sign(1) * 1 * dict^-1 * lnK^-1,EXACT_SYMBOLIC_OK
electron-helion mass ratio,,dimensionless_ratio,test,0.0001819543074649,0.00018310835670139433,0.9936974518406262,0.0001819543074649,0.0,0.13677720279601588,2.5045048838191827e-05,86.23552847572836,0.8612404583352056,False,False,sign(1) * 1 * dict^-1 * checksum^-1 * U^1,EXACT_SYMBOLIC_OK
electron-muon mag. mom. ratio,,dimensionless_ratio,train,206.7669881,207.34511513692635,0.9972117643738818,206.7669881,0.0,2.4428088198689206,506.50447601322054,144.9638990573566,0.38910208601591917,False,False,sign(1) * 1 * pi^1 * K^1 * bits^1,EXACT_SYMBOLIC_OK
electron-muon magn. moment ratio,,dimensionless_ratio,test,206.7669894,207.34511513692635,0.997211770643622,206.7669894,0.0,2.4428088198689206,506.50447601322054,144.9638975172023,0.38910208328539225,False,False,sign(1) * 1 * pi^1 * K^1 * bits^1,EXACT_SYMBOLIC_OK
electron-muon mass ratio,,dimensionless_ratio,train,0.0048363317,0.004822877063390768,1.0027897531768666,0.004836331699999999,1.793428970118827e-14,0.2690126049479812,0.0012974147221666203,73.17357859952781,0.5714372576182148,False,False,sign(1) * 1 * pi^-1 * K^-1 * bits^-1,EXACT_SYMBOLIC_OK
electron-neutron mag. mom. ratio,,dimensionless_ratio,train,960.92048,967.984732881666,0.9927021029963604,960.92048,0.0,3.3594256069842596,3251.872698812487,238.41225850577015,0.52944608635572,False,False,sign(1) * 1 * bits^1 * total_bits^1 * U^-1,EXACT_SYMBOLIC_OK
electron-neutron magn. moment ratio,,dimensionless_ratio,train,960.9205,967.984732881666,0.9927021236578433,960.9205,0.0,3.3594256069842596,3251.872698812487,238.41225146226844,0.5294460773165853,False,False,sign(1) * 1 * bits^1 * total_bits^1 * U^-1,EXACT_SYMBOLIC_OK
electron-neutron mass ratio,,dimensionless_ratio,train,0.00054386734416,0.0005526213301801921,0.9841591600936981,0.00054386734416,0.0,0.17187499387052926,9.498178773744425e-05,82.5358538700015,0.7578526433555782,False,False,sign(1) * 1 * pi^-1 * words^-2,EXACT_SYMBOLIC_OK
electron-proton mag. mom. ratio,,dimensionless_ratio,train,-658.21068789,-651.8986469044033,1.009682549604252,-658.21068789,0.0,5.089408825631902,-3317.7787269727655,404.0602937652741,0.7024824881983022,False,False,sign(-1) * 1 * pi^-1 * dict^1,EXACT_SYMBOLIC_OK
electron-proton magn. moment ratio,,dimensionless_ratio,train,-658.2106862,-651.8986469044033,1.0096825470118245,-658.2106861999999,1.7272104525977235e-14,5.089408825631902,-3317.7787269727655,404.0602950594826,0.7024824893133823,False,False,sign(-1) * 1 * pi^-1 * dict^1,EXACT_SYMBOLIC_OK
electron-proton mass ratio,,dimensionless_ratio,test,0.0005446170214889,0.0005526213301801921,0.9855157442281822,0.0005446170214889,0.0,0.17187499387052926,9.498178773744425e-05,82.55989365191368,0.7584508711095166,False,False,sign(1) * 1 * pi^-1 * words^-2,EXACT_SYMBOLIC_OK
electron-tau mass ratio,,dimensionless_ratio,train,0.000287585,0.00028593161690089366,1.005782442379149,0.000287585,0.0,0.14998155762981316,4.288446927840704e-05,85.0880716037321,0.8264661903696804,False,False,sign(1) * 1 * entropy^-1 * lnK^-1 * lnDict^-1,EXACT_SYMBOLIC_OK
electron-triton mass ratio,,dimensionless_ratio,test,0.0001819200062327,0.00018310835670139433,0.9935101243323796,0.0001819200062327,0.0,0.13677720279601588,2.5045048838191827e-05,86.2329331683532,0.861158579316268,False,False,sign(1) * 1 * dict^-1 * checksum^-1 * U^1,EXACT_SYMBOLIC_OK
elementary charge,C,electromagnetic_quantum,train,1.602176634e-19,1.636097905766929e-19,0.9792669670639127,1.602176634e-19,0.0,0.00043275839643525517,7.080351061107754e-23,99.95580792460173,3.354655602129669,False,False,sign(1) * 1 * dict^-3 * entropy^-2 * f1^-2,EXACT_SYMBOLIC_OK
elementary charge over h,A J^-1,electromagnetic_quantum,train,241798926200000.0,236294844163338.12,1.0232932802920456,241798926200000.0,0.0,49.61878518111397,1.1724663111945476e+16,4748.9310090019235,1.6856460049810804,False,False,sign(1) * 1 * dict^3 * total_bits^1 * f1^1,EXACT_SYMBOLIC_OK
elementary charge over h-bar,A J^-1,electromagnetic_quantum,train,1519267447878626.0,1516844899853344.0,1.001597096727237,1519267447878625.8,1.6455298923772668e-14,30.564117685275757,4.636102602942793e+16,2951.538166908168,1.4845188062355739,False,False,sign(1) * 1 * dict^3 * total_bits^3 * f1^-1,EXACT_SYMBOLIC_OK
Faraday constant,C mol^-1,general_dimensional,test,96485.33212331001,95325.09090909091,1.0121714147152043,96485.33212331001,0.0,11.805143776123256,1125326.4036538382,1066.3186298780113,1.0668172127677351,False,False,sign(1) * 1 * K^1 * dict^1 * bip_density^-1,EXACT_SYMBOLIC_OK
Faraday constant for conventional electric current,C_90 mol^-1,general_dimensional,train,96485.3251,95325.09090909091,1.0121713410377502,96485.3251,0.0,6.388030332864544,608939.5722103429,531.1214390159554,0.8001129332855056,False,False,sign(1) * 1 * K^1 * dict^1 * bip_density^-1,EXACT_SYMBOLIC_OK
Fermi coupling constant,GeV^-2,general_dimensional,train,1.1663787e-05,1.1571395524887866e-05,1.0079844712691237,1.1663787e-05,0.0,0.18496164787140354,2.1402643844550444e-06,81.65034748615484,0.7363721555398742,False,False,sign(1) * 1 * pi^-1 * total_bits^-1 * f1^-1,EXACT_SYMBOLIC_OK
fine-structure constant,,dimensionless_ratio,train,0.0072973525643,0.007286223671553381,1.0015273882944422,0.007297352564299999,1.1885978241365201e-14,0.2929731412624199,0.0021346678369955968,70.74736600450433,0.5338350226345824,False,False,sign(1) * 1 * K^-1 * lnDict^-1 * U^-1,EXACT_SYMBOLIC_OK
first radiation constant,W m^2,general_dimensional,train,3.7417718521927573e-16,3.658779409801552e-16,1.0226830953975732,3.7417718521927573e-16,0.0,0.0011860274902459284,4.339412960770414e-19,99.88402785813284,2.9356463218625914,False,False,sign(1) * 1 * dict^-2 * words^-2 * f1^-3,EXACT_SYMBOLIC_OK
first radiation constant for spectral radiance,W m^2 sr^-1,general_dimensional,train,1.1910429723971884e-16,1.1744508029092565e-16,1.0141275985735896,1.1910429723971884e-16,0.0,0.0009923068255327148,1.1654155479792323e-19,99.90215167924347,3.0094466231734147,False,False,sign(1) * 1 * bits^-2 * dict^-2 * entropy^-3,EXACT_SYMBOLIC_OK
Hartree energy,J,quantum_atomic,train,4.359744722206e-18,4.287632120861194e-18,1.0168187473440053,4.359744722206e-18,0.0,0.0005355377101018437,2.2961886877651155e-21,99.94733203813357,3.278453487552708,False,False,sign(1) * 1 * dict^-3 * words^-1 * f1^-3,EXACT_SYMBOLIC_OK
Hartree energy in eV,eV,quantum_atomic,test,27.211386245981,27.162443621016806,1.0018018491136904,27.211386245981,0.0,4.1954688087838505,113.95918498232588,318.7922803791635,0.6219986677068269,False,False,sign(1) * 1 * pi^-1 * bits^1 * bip_density^-1,EXACT_SYMBOLIC_OK
hartree-atomic mass unit relationship,u,quantum_atomic,train,2.92126231797e-08,2.9802322387695312e-08,0.9802129780248674,2.92126231797e-08,0.0,0.0029650659198933948,8.836585044543131e-11,99.69750799200108,2.5192860951530696,False,False,sign(1) * 1 * dict^-2 * checksum^-1,EXACT_SYMBOLIC_OK
hartree-electron volt relationship,eV,quantum_atomic,train,27.211386245981,27.162443621016806,1.0018018491136904,27.211386245981,0.0,4.1954688087838505,113.95918498232588,318.7922803791635,0.6219986677068269,False,False,sign(1) * 1 * pi^-1 * bits^1 * bip_density^-1,EXACT_SYMBOLIC_OK
hartree-hertz relationship,Hz,quantum_atomic,train,6579683920499900.0,6585524894564352.0,0.9991130586919088,6579683920499900.0,0.0,4.605854592405031,3.0331970079026876e+16,360.99433415826405,0.6636955877347187,False,False,sign(1) * 1 * bits^1 * dict^3 * total_bits^2,EXACT_SYMBOLIC_OK
hartree-inverse meter relationship,m^-1,quantum_atomic,train,21947463.136314,22235703.58637182,0.9870370438723387,21947463.136314,0.0,30.35592153084507,674985273.2510333,2975.45919571092,1.487909969306395,False,False,sign(1) * 1 * dict^1 * f1^2,EXACT_SYMBOLIC_OK
hartree-joule relationship,J,quantum_atomic,train,4.359744722206e-18,4.287632120861194e-18,1.0168187473440053,4.359744722206e-18,0.0,0.0005355377101018437,2.2961886877651155e-21,99.94733203813357,3.278453487552708,False,False,sign(1) * 1 * dict^-3 * words^-1 * f1^-3,EXACT_SYMBOLIC_OK
hartree-kelvin relationship,K,quantum_atomic,train,315775.02480398,313132.66286754614,1.0084384743266197,315775.02480397996,1.8433269366252223e-14,8.847749080619202,2770519.229998174,777.3712334336753,0.9431833909923093,False,False,sign(1) * 1 * dict^2 * words^-1 * lnK^1,EXACT_SYMBOLIC_OK
hartree-kilogram relationship,kg,quantum_atomic,train,4.8508702095419e-35,3.771190459990763e-25,1.2862967969943852e-10,4.8508702095419e-35,0.0,4.231464920891813e-08,1.5957660141452773e-32,32796.48960317114,2.5171495566943025,False,False,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,EXACT_SYMBOLIC_OK
helion g factor,,dimensionless_ratio,train,-4.2552506995,-4.255380879579957,0.9999694081249973,-4.2552506995,0.0,1.7980066801396661,-7.651203248023371,79.8061686218018,0.2548045870215407,False,False,sign(-1) * 1 * lnK^-1 * lnDict^1,EXACT_SYMBOLIC_OK
helion mag. mom.,J T^-1,electromagnetic_quantum,train,-1.07461755198e-26,-1.0733807946412037e-26,1.0011522074411716,-1.07461755198e-26,0.0,0.2761817866232886,-2.964482255911329e-27,72.41360658543849,0.5593050745312763,False,False,sign(-1) * mu_B[J/T] * K^-2 * words^-1,EXACT_SYMBOLIC_OK
helion mag. mom. to Bohr magneton ratio,,dimensionless_ratio,train,-0.00115874098083,-0.0011574074074074073,1.00115220743712,-0.0011587409808299998,1.871345176225486e-14,0.21320751729254417,-0.00024676795982933353,78.703785926983,0.6716975962484985,False,False,sign(-1) * 1 * K^-2 * words^-1,EXACT_SYMBOLIC_OK
helion mag. mom. to nuclear magneton ratio,,dimensionless_ratio,train,-2.1276253498,-2.1818181818181817,0.9751616186583335,-2.1276253498,0.0,1.5660252101433505,-3.416782276676401,60.591350211050234,0.2057221495555096,False,False,sign(-1) * 1 * bits^-1 * words^1,EXACT_SYMBOLIC_OK
helion mass,kg,nuclear_particle,train,5.0064127862e-27,3.771190459990763e-25,0.013275417508911131,5.0064127862e-27,0.0,6.545734398382808e-06,2.4685211116814625e-30,99.95069281705085,3.3070898091619463,False,False,sign(1) * 1 * dict^-3 * entropy^-3 * total_bits^-3,EXACT_SYMBOLIC_OK
helion mass energy equivalent,J,nuclear_particle,train,4.4995394185e-10,4.491618367036713e-10,1.0017635183615372,4.4995394185e-10,0.0,8.997577107412392,4.041368259448256e-09,798.1737648151367,0.9533603653977941,False,False,sign(1) * 1 * bits^-2 * total_bits^-3,EXACT_SYMBOLIC_OK
helion mass energy equivalent in MeV,MeV,nuclear_particle,test,2808.39161112,2790.691587731937,1.0063425222141613,2808.39161112,0.0,3.9751286491322237,11093.358081285516,295.00752093691915,0.5966053646652131,False,False,sign(1) * m_e[MeV] * dict^1 * checksum^1 * U^-1,EXACT_SYMBOLIC_OK
helion mass in u,u,nuclear_particle,train,3.014932246932,3.0000473161956447,1.0049615653246533,3.014932246932,0.0,49.40728262572603,148.22418564182908,4816.33554261998,1.69164151606456,False,False,sign(1) * 1 * U^1,EXACT_SYMBOLIC_OK
helion molar mass,kg mol^-1,thermodynamic_statistical,train,0.0030149322501,0.003054848418570397,0.9869335027467331,0.0030149322501,0.0,1.5010879697185064,0.004585596210429627,52.09616104234286,0.18211825245426463,False,False,sign(1) * 1 * pi^-1 * f1^-1,EXACT_SYMBOLIC_OK
helion relative atomic mass,,dimensionless_ratio,train,3.014932246932,3.0000473161956447,1.0049615653246533,3.014932246932,0.0,2.426078980437711,7.278351734140821,141.4101259339172,0.3827554826005754,False,False,sign(1) * 1 * U^1,EXACT_SYMBOLIC_OK
